"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.868   110.390     5.265    10.293     5.063    11.084     0.475      9993
    25.868   110.490     6.321    10.810     5.172    11.751     0.538      9993
    25.868   110.590     7.435    11.634     8.239    12.708     0.585      9993
    25.868   110.690     8.644    12.491     8.568    13.686     0.632      9993
    25.868   110.790     9.932    13.270     7.798    14.588     0.681      9993
    25.868   110.890    13.393    30.803   175.329    30.803     0.435      9993
    25.868   110.990    17.182    38.339     9.197    39.713     0.433      9993
    25.868   111.090    21.059    39.146     8.066    40.546     0.519      9993
    25.868   111.190    25.004    39.737     5.912    41.171     0.607      9993
    25.868   111.290    29.007    40.340     6.032    41.806     0.694      9993
    25.868   111.390    33.074    40.992     6.516    42.488     0.778      9993
    25.868   111.490    37.205    41.644     6.516    43.170     0.862      9993
    25.868   111.590    41.402    42.307     6.635    43.863     0.944      9993
    25.868   111.690    45.672    43.081     7.738    44.664     1.023      9993
    25.868   111.790    50.020    43.889     8.083    45.498     1.099      9993
    25.868   111.890    54.458    44.894    10.048    46.526     1.170      9993
    25.868   111.990    59.020    46.870    19.757    48.518     1.216      9993
    25.868   112.090    63.900    50.448    35.786    52.114     1.226      9993
    25.868   112.190    68.977    51.089     6.412    52.862     1.305      9993
    25.868   112.290    74.116    51.680     5.906    53.561     1.384      9993
    25.868   112.390    79.311    52.220     5.400    54.211     1.463      9993
    25.868   112.490    84.559    52.725     5.050    54.826     1.542      9993
    25.868   112.590    89.856    53.200     4.750    55.411     1.622      9993
    25.868   112.690    95.200    53.695     4.947    56.016     1.700      9993
    25.868   112.790   100.598    54.268     5.737    56.698     1.774      9993
    25.868   112.890   106.055    54.925     6.565    57.462     1.846      9993
    25.868   112.990   111.580    55.360     4.350    58.050     1.922      9993
    25.868   113.090   117.116    55.360     0.000    58.250     2.011      9993
    25.868   113.190   122.652    55.360     0.000    58.450     2.098      9993
    25.868   113.290   128.188    55.360     0.000    58.650     2.186      9993
    25.868   113.390   133.723    55.360     0.000    58.850     2.272      9993
    25.868   113.490   139.260    55.360     0.000    59.050     2.358      9993
    25.868   113.590   144.796    55.360     0.000    59.250     2.444      9993
    25.868   113.690   150.331    55.360     0.000    59.450     2.529      9993
    25.868   113.790   155.868    55.360     0.000    59.650     2.613      9993
    25.868   113.890   161.404    55.360     0.000    59.850     2.697      9993
    25.868   113.990   166.939    55.360     0.000    60.050     2.780      9993
    25.868   114.090   172.476    55.360     0.000    60.250     2.863      9993
    25.868   114.190   178.012    55.360     0.000    60.450     2.945      9993
    25.868   114.290   183.547    55.360     0.000    60.650     3.026      9993
    25.868   114.390   189.083    55.360     0.000    60.850     3.107      9993
    25.868   114.490   194.619    55.360     0.000    61.050     3.188      9993
    25.868   114.590   200.155    55.360     0.000    61.250     3.268      9993
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.853   109.690     0.091     1.821     0.000     1.832     0.050      9992
    25.853   109.790     0.364     3.642    10.775     3.664     0.099      9992
    25.853   109.890     0.861     6.457    28.159     6.527     0.132      9992
    25.853   109.990     1.565     7.637    11.794     7.826     0.200      9992
    25.853   110.090     2.388     8.816    11.794     9.126     0.262      9992
    25.853   110.190     3.304     9.378     5.622     9.848     0.335      9992
    25.853   110.290     4.262     9.786     4.079    10.425     0.409      9992
    25.853   110.390     5.265    10.293     5.063    11.084     0.475      9992
    25.853   110.490     6.321    10.810     5.172    11.751     0.538      9992
    25.853   110.590     7.435    11.634     8.239    12.708     0.585      9992
    25.853   110.690     8.644    12.491     8.568    13.686     0.632      9992
    25.853   110.790     9.932    13.270     7.798    14.588     0.681      9992
    25.853   110.890    13.393    30.803   175.329    30.803     0.435      9992
    25.853   110.990    17.182    38.339     9.197    39.713     0.433      9992
    25.853   111.090    21.059    39.146     8.066    40.546     0.519      9992
    25.853   111.190    25.004    39.737     5.912    41.171     0.607      9992
    25.853   111.290    29.007    40.340     6.032    41.806     0.694      9992
    25.853   111.390    33.074    40.992     6.516    42.488     0.778      9992
    25.853   111.490    37.205    41.644     6.516    43.170     0.862      9992
    25.853   111.590    41.402    42.307     6.635    43.863     0.944      9992
    25.853   111.690    45.672    43.081     7.738    44.664     1.023      9992
    25.853   111.790    50.020    43.889     8.083    45.498     1.099      9992
    25.853   111.890    54.458    44.894    10.048    46.526     1.170      9992
    25.853   111.990    59.020    46.870    19.757    48.518     1.216      9992
    25.853   112.090    63.900    50.448    35.786    52.114     1.226      9992
    25.853   112.190    68.977    51.089     6.412    52.862     1.305      9992
    25.853   112.290    74.116    51.680     5.906    53.561     1.384      9992
    25.853   112.390    79.311    52.220     5.400    54.211     1.463      9992
    25.853   112.490    84.559    52.725     5.050    54.826     1.542      9992
    25.853   112.590    89.856    53.200     4.750    55.411     1.622      9992
    25.853   112.690    95.200    53.695     4.947    56.016     1.700      9992
    25.853   112.790   100.598    54.268     5.737    56.698     1.774      9992
    25.853   112.890   106.055    54.925     6.565    57.462     1.846      9992
    25.853   112.990   111.580    55.360     4.350    58.050     1.922      9992
    25.853   113.090   117.116    55.360     0.000    58.250     2.011      9992
    25.853   113.190   122.652    55.360     0.000    58.450     2.098      9992
    25.853   113.290   128.188    55.360     0.000    58.650     2.186      9992
    25.853   113.390   133.723    55.360     0.000    58.850     2.272      9992
    25.853   113.490   139.260    55.360     0.000    59.050     2.358      9992
    25.853   113.590   144.796    55.360     0.000    59.250     2.444      9992
    25.853   113.690   150.331    55.360     0.000    59.450     2.529      9992
    25.853   113.790   155.868    55.360     0.000    59.650     2.613      9992
    25.853   113.890   161.404    55.360     0.000    59.850     2.697      9992
    25.853   113.990   166.939    55.360     0.000    60.050     2.780      9992
    25.853   114.090   172.476    55.360     0.000    60.250     2.863      9992
    25.853   114.190   178.012    55.360     0.000    60.450     2.945      9992
    25.853   114.290   183.547    55.360     0.000    60.650     3.026      9992
    25.853   114.390   189.083    55.360     0.000    60.850     3.107      9992
    25.853   114.490   194.619    55.360     0.000    61.050     3.188      9992
    25.853   114.590   200.155    55.360     0.000    61.250     3.268      9992
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.835   109.680     0.091     1.821     0.000     1.832     0.050      9991
    25.835   109.780     0.364     3.642    10.752     3.664     0.099      9991
    25.835   109.880     0.861     6.457    28.159     6.527     0.132      9991
    25.835   109.980     1.565     7.637    11.793     7.826     0.200      9991
    25.835   110.080     2.388     8.816    11.794     9.126     0.262      9991
    25.835   110.180     3.304     9.378     5.622     9.848     0.335      9991
    25.835   110.280     4.262     9.786     4.079    10.425     0.409      9991
    25.835   110.380     5.266    10.293     5.063    11.084     0.475      9991
    25.835   110.480     6.321    10.810     5.172    11.751     0.538      9991
    25.835   110.580     7.435    11.634     8.239    12.708     0.585      9991
    25.835   110.680     8.644    12.491     8.569    13.686     0.632      9991
    25.835   110.780     9.932    13.270     7.798    14.588     0.681      9991
    25.835   110.880    13.394    30.804   175.342    30.804     0.435      9991
    25.835   110.980    17.182    38.339     9.196    39.713     0.433      9991
    25.835   111.080    21.060    39.146     8.065    40.547     0.519      9991
    25.835   111.180    25.004    39.737     5.912    41.171     0.607      9991
    25.835   111.280    29.007    40.340     6.033    41.806     0.694      9991
    25.835   111.380    33.074    40.992     6.516    42.488     0.778      9991
    25.835   111.480    37.206    41.644     6.516    43.170     0.862      9991
    25.835   111.580    41.403    42.307     6.634    43.863     0.944      9991
    25.835   111.680    45.672    43.081     7.738    44.664     1.023      9991
    25.835   111.780    50.020    43.889     8.084    45.498     1.099      9991
    25.835   111.880    54.458    44.894    10.048    46.526     1.170      9991
    25.835   111.980    59.020    46.870    19.760    48.518     1.216      9991
    25.835   112.080    63.900    50.448    35.781    52.114     1.226      9991
    25.835   112.180    68.977    51.089     6.412    52.862     1.305      9991
    25.835   112.280    74.117    51.680     5.906    53.561     1.384      9991
    25.835   112.380    79.312    52.220     5.400    54.211     1.463      9991
    25.835   112.480    84.560    52.725     5.050    54.826     1.542      9991
    25.835   112.580    89.856    53.200     4.750    55.411     1.622      9991
    25.835   112.680    95.200    53.695     4.947    56.016     1.700      9991
    25.835   112.780   100.598    54.268     5.737    56.698     1.774      9991
    25.835   112.880   106.055    54.925     6.566    57.462     1.846      9991
    25.835   112.980   111.580    55.360     4.350    58.050     1.922      9991
    25.835   113.080   117.116    55.360     0.000    58.250     2.011      9991
    25.835   113.180   122.652    55.360     0.000    58.450     2.098      9991
    25.835   113.280   128.188    55.360     0.000    58.650     2.186      9991
    25.835   113.380   133.724    55.360     0.000    58.850     2.272      9991
    25.835   113.480   139.260    55.360     0.000    59.050     2.358      9991
    25.835   113.580   144.796    55.360     0.000    59.250     2.444      9991
    25.835   113.680   150.332    55.360     0.000    59.450     2.529      9991
    25.835   113.780   155.868    55.360     0.000    59.650     2.613      9991
    25.835   113.880   161.404    55.360     0.000    59.850     2.697      9991
    25.835   113.980   166.940    55.360     0.000    60.050     2.780      9991
    25.835   114.080   172.476    55.360     0.000    60.250     2.863      9991
    25.835   114.180   178.012    55.360     0.000    60.450     2.945      9991
    25.835   114.280   183.548    55.360     0.000    60.650     3.026      9991
    25.835   114.380   189.084    55.360     0.000    60.850     3.107      9991
    25.835   114.480   194.620    55.360     0.000    61.050     3.188      9991
    25.835   114.580   200.156    55.360     0.000    61.250     3.268      9991
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.833   109.680     0.091     1.821     0.000     1.832     0.050      9990
    25.833   109.780     0.364     3.642    10.775     3.664     0.099      9990
    25.833   109.880     0.861     6.457    28.159     6.527     0.132      9990
    25.833   109.980     1.565     7.637    11.793     7.826     0.200      9990
    25.833   110.080     2.388     8.816    11.794     9.126     0.262      9990
    25.833   110.180     3.304     9.378     5.622     9.848     0.335      9990
    25.833   110.280     4.262     9.786     4.079    10.425     0.409      9990
    25.833   110.380     5.266    10.293     5.063    11.084     0.475      9990
    25.833   110.480     6.321    10.810     5.172    11.751     0.538      9990
    25.833   110.580     7.435    11.634     8.239    12.708     0.585      9990
    25.833   110.680     8.644    12.491     8.569    13.686     0.632      9990
    25.833   110.780     9.932    13.270     7.798    14.588     0.681      9990
    25.833   110.880    13.394    30.804   175.342    30.804     0.435      9990
    25.833   110.980    17.182    38.339     9.196    39.713     0.433      9990
    25.833   111.080    21.060    39.146     8.065    40.547     0.519      9990
    25.833   111.180    25.004    39.737     5.912    41.171     0.607      9990
    25.833   111.280    29.007    40.340     6.033    41.806     0.694      9990
    25.833   111.380    33.074    40.992     6.516    42.488     0.778      9990
    25.833   111.480    37.206    41.644     6.516    43.170     0.862      9990
    25.833   111.580    41.403    42.307     6.634    43.863     0.944      9990
    25.833   111.680    45.672    43.081     7.738    44.664     1.023      9990
    25.833   111.780    50.020    43.889     8.084    45.498     1.099      9990
    25.833   111.880    54.458    44.894    10.048    46.526     1.170      9990
    25.833   111.980    59.020    46.870    19.760    48.518     1.216      9990
    25.833   112.080    63.900    50.448    35.781    52.114     1.226      9990
    25.833   112.180    68.977    51.089     6.412    52.862     1.305      9990
    25.833   112.280    74.117    51.680     5.906    53.561     1.384      9990
    25.833   112.380    79.312    52.220     5.400    54.211     1.463      9990
    25.833   112.480    84.560    52.725     5.050    54.826     1.542      9990
    25.833   112.580    89.856    53.200     4.750    55.411     1.622      9990
    25.833   112.680    95.200    53.695     4.947    56.016     1.700      9990
    25.833   112.780   100.598    54.268     5.737    56.698     1.774      9990
    25.833   112.880   106.055    54.925     6.566    57.462     1.846      9990
    25.833   112.980   111.580    55.360     4.350    58.050     1.922      9990
    25.833   113.080   117.116    55.360     0.000    58.250     2.011      9990
    25.833   113.180   122.652    55.360     0.000    58.450     2.098      9990
    25.833   113.280   128.188    55.360     0.000    58.650     2.186      9990
    25.833   113.380   133.724    55.360     0.000    58.850     2.272      9990
    25.833   113.480   139.260    55.360     0.000    59.050     2.358      9990
    25.833   113.580   144.796    55.360     0.000    59.250     2.444      9990
    25.833   113.680   150.332    55.360     0.000    59.450     2.529      9990
    25.833   113.780   155.868    55.360     0.000    59.650     2.613      9990
    25.833   113.880   161.404    55.360     0.000    59.850     2.697      9990
    25.833   113.980   166.940    55.360     0.000    60.050     2.780      9990
    25.833   114.080   172.476    55.360     0.000    60.250     2.863      9990
    25.833   114.180   178.012    55.360     0.000    60.450     2.945      9990
    25.833   114.280   183.548    55.360     0.000    60.650     3.026      9990
    25.833   114.380   189.084    55.360     0.000    60.850     3.107      9990
    25.833   114.480   194.620    55.360     0.000    61.050     3.188      9990
    25.833   114.580   200.156    55.360     0.000    61.250     3.268      9990
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.831   109.680     0.091     1.821     0.000     1.832     0.050      9989
    25.831   109.780     0.364     3.642    10.775     3.664     0.099      9989
    25.831   109.880     0.861     6.457    28.159     6.527     0.132      9989
    25.831   109.980     1.565     7.637    11.793     7.826     0.200      9989
    25.831   110.080     2.388     8.816    11.794     9.126     0.262      9989
    25.831   110.180     3.304     9.378     5.622     9.848     0.335      9989
    25.831   110.280     4.262     9.786     4.079    10.425     0.409      9989
    25.831   110.380     5.266    10.293     5.063    11.084     0.475      9989
    25.831   110.480     6.321    10.810     5.172    11.751     0.538      9989
    25.831   110.580     7.435    11.634     8.239    12.708     0.585      9989
    25.831   110.680     8.644    12.491     8.569    13.686     0.632      9989
    25.831   110.780     9.932    13.270     7.798    14.588     0.681      9989
    25.831   110.880    13.394    30.804   175.342    30.804     0.435      9989
    25.831   110.980    17.182    38.339     9.196    39.713     0.433      9989
    25.831   111.080    21.060    39.146     8.065    40.547     0.519      9989
    25.831   111.180    25.004    39.737     5.912    41.171     0.607      9989
    25.831   111.280    29.007    40.340     6.033    41.806     0.694      9989
    25.831   111.380    33.074    40.992     6.516    42.488     0.778      9989
    25.831   111.480    37.206    41.644     6.516    43.170     0.862      9989
    25.831   111.580    41.403    42.307     6.634    43.863     0.944      9989
    25.831   111.680    45.672    43.081     7.738    44.664     1.023      9989
    25.831   111.780    50.020    43.889     8.084    45.498     1.099      9989
    25.831   111.880    54.458    44.894    10.048    46.526     1.170      9989
    25.831   111.980    59.020    46.870    19.760    48.518     1.216      9989
    25.831   112.080    63.900    50.448    35.781    52.114     1.226      9989
    25.831   112.180    68.977    51.089     6.412    52.862     1.305      9989
    25.831   112.280    74.117    51.680     5.906    53.561     1.384      9989
    25.831   112.380    79.312    52.220     5.400    54.211     1.463      9989
    25.831   112.480    84.560    52.725     5.050    54.826     1.542      9989
    25.831   112.580    89.856    53.200     4.750    55.411     1.622      9989
    25.831   112.680    95.200    53.695     4.947    56.016     1.700      9989
    25.831   112.780   100.598    54.268     5.737    56.698     1.774      9989
    25.831   112.880   106.055    54.925     6.566    57.462     1.846      9989
    25.831   112.980   111.580    55.360     4.350    58.050     1.922      9989
    25.831   113.080   117.116    55.360     0.000    58.250     2.011      9989
    25.831   113.180   122.652    55.360     0.000    58.450     2.098      9989
    25.831   113.280   128.188    55.360     0.000    58.650     2.186      9989
    25.831   113.380   133.724    55.360     0.000    58.850     2.272      9989
    25.831   113.480   139.260    55.360     0.000    59.050     2.358      9989
    25.831   113.580   144.796    55.360     0.000    59.250     2.444      9989
    25.831   113.680   150.332    55.360     0.000    59.450     2.529      9989
    25.831   113.780   155.868    55.360     0.000    59.650     2.613      9989
    25.831   113.880   161.404    55.360     0.000    59.850     2.697      9989
    25.831   113.980   166.940    55.360     0.000    60.050     2.780      9989
    25.831   114.080   172.476    55.360     0.000    60.250     2.863      9989
    25.831   114.180   178.012    55.360     0.000    60.450     2.945      9989
    25.831   114.280   183.548    55.360     0.000    60.650     3.026      9989
    25.831   114.380   189.084    55.360     0.000    60.850     3.107      9989
    25.831   114.480   194.620    55.360     0.000    61.050     3.188      9989
    25.831   114.580   200.156    55.360     0.000    61.250     3.268      9989
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.818   109.670     0.091     1.821     0.000     1.832     0.050      9988
    25.818   109.770     0.364     3.642    10.752     3.664     0.099      9988
    25.818   109.870     0.861     6.457    28.159     6.527     0.132      9988
    25.818   109.970     1.565     7.637    11.794     7.826     0.200      9988
    25.818   110.070     2.388     8.816    11.794     9.126     0.262      9988
    25.818   110.170     3.304     9.378     5.622     9.848     0.335      9988
    25.818   110.270     4.262     9.786     4.079    10.425     0.409      9988
    25.818   110.370     5.265    10.293     5.063    11.084     0.475      9988
    25.818   110.470     6.321    10.810     5.172    11.751     0.538      9988
    25.818   110.570     7.435    11.634     8.239    12.708     0.585      9988
    25.818   110.670     8.644    12.491     8.569    13.686     0.632      9988
    25.818   110.770     9.932    13.270     7.798    14.588     0.681      9988
    25.818   110.870    13.394    30.804   175.342    30.804     0.435      9988
    25.818   110.970    17.182    38.339     9.196    39.713     0.433      9988
    25.818   111.070    21.060    39.146     8.066    40.546     0.519      9988
    25.818   111.170    25.004    39.737     5.912    41.171     0.607      9988
    25.818   111.270    29.007    40.340     6.033    41.806     0.694      9988
    25.818   111.370    33.074    40.992     6.516    42.488     0.778      9988
    25.818   111.470    37.206    41.644     6.516    43.170     0.862      9988
    25.818   111.570    41.403    42.307     6.635    43.863     0.944      9988
    25.818   111.670    45.672    43.081     7.739    44.664     1.023      9988
    25.818   111.770    50.020    43.889     8.084    45.498     1.099      9988
    25.818   111.870    54.458    44.894    10.048    46.526     1.170      9988
    25.818   111.970    59.020    46.870    19.760    48.518     1.216      9988
    25.818   112.070    63.900    50.448    35.783    52.114     1.226      9988
    25.818   112.170    68.977    51.089     6.412    52.862     1.305      9988
    25.818   112.270    74.117    51.680     5.906    53.561     1.384      9988
    25.818   112.370    79.312    52.220     5.400    54.211     1.463      9988
    25.818   112.470    84.560    52.725     5.050    54.826     1.542      9988
    25.818   112.570    89.856    53.200     4.750    55.411     1.622      9988
    25.818   112.670    95.200    53.695     4.947    56.016     1.700      9988
    25.818   112.770   100.598    54.268     5.737    56.698     1.774      9988
    25.818   112.870   106.055    54.925     6.566    57.462     1.846      9988
    25.818   112.970   111.580    55.360     4.350    58.050     1.922      9988
    25.818   113.070   117.116    55.360     0.000    58.250     2.011      9988
    25.818   113.170   122.652    55.360     0.000    58.450     2.098      9988
    25.818   113.270   128.188    55.360     0.000    58.650     2.186      9988
    25.818   113.370   133.724    55.360     0.000    58.850     2.272      9988
    25.818   113.470   139.260    55.360     0.000    59.050     2.358      9988
    25.818   113.570   144.796    55.360     0.000    59.250     2.444      9988
    25.818   113.670   150.332    55.360     0.000    59.450     2.529      9988
    25.818   113.770   155.868    55.360     0.000    59.650     2.613      9988
    25.818   113.870   161.404    55.360     0.000    59.850     2.697      9988
    25.818   113.970   166.940    55.360     0.000    60.050     2.780      9988
    25.818   114.070   172.476    55.360     0.000    60.250     2.863      9988
    25.818   114.170   178.012    55.360     0.000    60.450     2.945      9988
    25.818   114.270   183.548    55.360     0.000    60.650     3.026      9988
    25.818   114.370   189.084    55.360     0.000    60.850     3.107      9988
    25.818   114.470   194.620    55.360     0.000    61.050     3.188      9988
    25.818   114.570   200.156    55.360     0.000    61.250     3.268      9988
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.803   109.670     0.091     1.821     0.000     1.832     0.050      9987
    25.803   109.770     0.364     3.642    10.775     3.664     0.099      9987
    25.803   109.870     0.861     6.457    28.159     6.527     0.132      9987
    25.803   109.970     1.565     7.637    11.794     7.826     0.200      9987
    25.803   110.070     2.388     8.816    11.794     9.126     0.262      9987
    25.803   110.170     3.304     9.378     5.622     9.848     0.335      9987
    25.803   110.270     4.262     9.786     4.079    10.425     0.409      9987
    25.803   110.370     5.265    10.293     5.063    11.084     0.475      9987
    25.803   110.470     6.321    10.810     5.172    11.751     0.538      9987
    25.803   110.570     7.435    11.634     8.239    12.708     0.585      9987
    25.803   110.670     8.644    12.491     8.569    13.686     0.632      9987
    25.803   110.770     9.932    13.270     7.798    14.588     0.681      9987
    25.803   110.870    13.394    30.804   175.342    30.804     0.435      9987
    25.803   110.970    17.182    38.339     9.196    39.713     0.433      9987
    25.803   111.070    21.060    39.146     8.066    40.546     0.519      9987
    25.803   111.170    25.004    39.737     5.912    41.171     0.607      9987
    25.803   111.270    29.007    40.340     6.033    41.806     0.694      9987
    25.803   111.370    33.074    40.992     6.516    42.488     0.778      9987
    25.803   111.470    37.206    41.644     6.516    43.170     0.862      9987
    25.803   111.570    41.403    42.307     6.635    43.863     0.944      9987
    25.803   111.670    45.672    43.081     7.739    44.664     1.023      9987
    25.803   111.770    50.020    43.889     8.084    45.498     1.099      9987
    25.803   111.870    54.458    44.894    10.048    46.526     1.170      9987
    25.803   111.970    59.020    46.870    19.760    48.518     1.216      9987
    25.803   112.070    63.900    50.448    35.783    52.114     1.226      9987
    25.803   112.170    68.977    51.089     6.412    52.862     1.305      9987
    25.803   112.270    74.117    51.680     5.906    53.561     1.384      9987
    25.803   112.370    79.312    52.220     5.400    54.211     1.463      9987
    25.803   112.470    84.560    52.725     5.050    54.826     1.542      9987
    25.803   112.570    89.856    53.200     4.750    55.411     1.622      9987
    25.803   112.670    95.200    53.695     4.947    56.016     1.700      9987
    25.803   112.770   100.598    54.268     5.737    56.698     1.774      9987
    25.803   112.870   106.055    54.925     6.566    57.462     1.846      9987
    25.803   112.970   111.580    55.360     4.350    58.050     1.922      9987
    25.803   113.070   117.116    55.360     0.000    58.250     2.011      9987
    25.803   113.170   122.652    55.360     0.000    58.450     2.098      9987
    25.803   113.270   128.188    55.360     0.000    58.650     2.186      9987
    25.803   113.370   133.724    55.360     0.000    58.850     2.272      9987
    25.803   113.470   139.260    55.360     0.000    59.050     2.358      9987
    25.803   113.570   144.796    55.360     0.000    59.250     2.444      9987
    25.803   113.670   150.332    55.360     0.000    59.450     2.529      9987
    25.803   113.770   155.868    55.360     0.000    59.650     2.613      9987
    25.803   113.870   161.404    55.360     0.000    59.850     2.697      9987
    25.803   113.970   166.940    55.360     0.000    60.050     2.780      9987
    25.803   114.070   172.476    55.360     0.000    60.250     2.863      9987
    25.803   114.170   178.012    55.360     0.000    60.450     2.945      9987
    25.803   114.270   183.548    55.360     0.000    60.650     3.026      9987
    25.803   114.370   189.084    55.360     0.000    60.850     3.107      9987
    25.803   114.470   194.620    55.360     0.000    61.050     3.188      9987
    25.803   114.570   200.156    55.360     0.000    61.250     3.268      9987
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.785   109.660     0.091     1.821     0.000     1.832     0.050      9986
    25.785   109.760     0.364     3.642    10.752     3.664     0.099      9986
    25.785   109.860     0.861     6.457    28.159     6.527     0.132      9986
    25.785   109.960     1.565     7.637    11.794     7.826     0.200      9986
    25.785   110.060     2.388     8.816    11.793     9.126     0.262      9986
    25.785   110.160     3.304     9.378     5.622     9.848     0.335      9986
    25.785   110.260     4.262     9.786     4.079    10.425     0.409      9986
    25.785   110.360     5.266    10.293     5.063    11.084     0.475      9986
    25.785   110.460     6.321    10.810     5.172    11.751     0.538      9986
    25.785   110.560     7.435    11.634     8.239    12.708     0.585      9986
    25.785   110.660     8.644    12.491     8.569    13.686     0.632      9986
    25.785   110.760     9.932    13.270     7.798    14.588     0.681      9986
    25.785   110.860    13.394    30.804   175.342    30.804     0.435      9986
    25.785   110.960    17.182    38.339     9.196    39.713     0.433      9986
    25.785   111.060    21.060    39.146     8.066    40.546     0.519      9986
    25.785   111.160    25.004    39.737     5.911    41.171     0.607      9986
    25.785   111.260    29.007    40.340     6.033    41.806     0.694      9986
    25.785   111.360    33.074    40.992     6.516    42.488     0.778      9986
    25.785   111.460    37.206    41.644     6.516    43.170     0.862      9986
    25.785   111.560    41.403    42.307     6.635    43.863     0.944      9986
    25.785   111.660    45.672    43.081     7.738    44.664     1.023      9986
    25.785   111.760    50.020    43.889     8.084    45.498     1.099      9986
    25.785   111.860    54.458    44.894    10.049    46.526     1.170      9986
    25.785   111.960    59.020    46.870    19.760    48.518     1.216      9986
    25.785   112.060    63.900    50.448    35.783    52.114     1.226      9986
    25.785   112.160    68.977    51.089     6.411    52.862     1.305      9986
    25.785   112.260    74.117    51.680     5.906    53.561     1.384      9986
    25.785   112.360    79.312    52.220     5.400    54.211     1.463      9986
    25.785   112.460    84.560    52.725     5.050    54.826     1.542      9986
    25.785   112.560    89.856    53.200     4.750    55.411     1.622      9986
    25.785   112.660    95.200    53.695     4.947    56.016     1.700      9986
    25.785   112.760   100.598    54.268     5.737    56.698     1.774      9986
    25.785   112.860   106.055    54.925     6.566    57.462     1.846      9986
    25.785   112.960   111.580    55.360     4.350    58.050     1.922      9986
    25.785   113.060   117.116    55.360     0.000    58.250     2.011      9986
    25.785   113.160   122.652    55.360     0.000    58.450     2.098      9986
    25.785   113.260   128.188    55.360     0.000    58.650     2.186      9986
    25.785   113.360   133.724    55.360     0.000    58.850     2.272      9986
    25.785   113.460   139.260    55.360     0.000    59.050     2.358      9986
    25.785   113.560   144.796    55.360     0.000    59.250     2.444      9986
    25.785   113.660   150.332    55.360     0.000    59.450     2.529      9986
    25.785   113.760   155.868    55.360     0.000    59.650     2.613      9986
    25.785   113.860   161.404    55.360     0.000    59.850     2.697      9986
    25.785   113.960   166.940    55.360     0.000    60.050     2.780      9986
    25.785   114.060   172.476    55.360     0.000    60.250     2.863      9986
    25.785   114.160   178.012    55.360     0.000    60.450     2.945      9986
    25.785   114.260   183.548    55.360     0.000    60.650     3.026      9986
    25.785   114.360   189.084    55.360     0.000    60.850     3.107      9986
    25.785   114.460   194.620    55.360     0.000    61.050     3.188      9986
    25.785   114.560   200.156    55.360     0.000    61.250     3.268      9986
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.783   109.660     0.091     1.821     0.000     1.832     0.050      9985
    25.783   109.760     0.364     3.642    10.775     3.664     0.099      9985
    25.783   109.860     0.861     6.457    28.159     6.527     0.132      9985
    25.783   109.960     1.565     7.637    11.794     7.826     0.200      9985
    25.783   110.060     2.388     8.816    11.793     9.126     0.262      9985
    25.783   110.160     3.304     9.378     5.622     9.848     0.335      9985
    25.783   110.260     4.262     9.786     4.079    10.425     0.409      9985
    25.783   110.360     5.266    10.293     5.063    11.084     0.475      9985
    25.783   110.460     6.321    10.810     5.172    11.751     0.538      9985
    25.783   110.560     7.435    11.634     8.239    12.708     0.585      9985
    25.783   110.660     8.644    12.491     8.569    13.686     0.632      9985
    25.783   110.760     9.932    13.270     7.798    14.588     0.681      9985
    25.783   110.860    13.394    30.804   175.342    30.804     0.435      9985
    25.783   110.960    17.182    38.339     9.196    39.713     0.433      9985
    25.783   111.060    21.060    39.146     8.066    40.546     0.519      9985
    25.783   111.160    25.004    39.737     5.911    41.171     0.607      9985
    25.783   111.260    29.007    40.340     6.033    41.806     0.694      9985
    25.783   111.360    33.074    40.992     6.516    42.488     0.778      9985
    25.783   111.460    37.206    41.644     6.516    43.170     0.862      9985
    25.783   111.560    41.403    42.307     6.635    43.863     0.944      9985
    25.783   111.660    45.672    43.081     7.738    44.664     1.023      9985
    25.783   111.760    50.020    43.889     8.084    45.498     1.099      9985
    25.783   111.860    54.458    44.894    10.049    46.526     1.170      9985
    25.783   111.960    59.020    46.870    19.760    48.518     1.216      9985
