"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    20.620   122.971  1271.288   261.545    16.325   263.449     4.826      1085
    20.620   123.176  1325.406   264.598    14.848   266.555     4.972      1085
    20.620   123.382  1379.910   265.582     4.783   267.621     5.156      1085
    20.620   123.588  1434.617   266.565     4.783   268.687     5.339      1085
    20.620   123.793  1489.542   267.722     5.626   269.917     5.519      1085
    20.620   123.999  1544.709   268.900     5.729   271.166     5.697      1085
    20.620   124.204  1600.118   270.078     5.729   272.415     5.874      1085
    20.620   124.410  1655.770   271.256     5.729   273.665     6.050      1085
    20.620   124.616  1711.664   272.433     5.723   274.913     6.226      1085
    20.620   124.821  1767.794   273.563     5.499   276.119     6.402      1085
    20.620   125.027  1824.158   274.694     5.498   277.325     6.578      1085
    20.620   125.232  1880.753   275.824     5.499   278.531     6.752      1085
    20.620   125.438  1937.581   276.955     5.499   279.737     6.926      1085
    20.620   125.644  1994.642   278.086     5.499   280.942     7.100      1085
    20.620   125.849  2051.935   279.216     5.499   282.148     7.273      1085
    20.620   126.055  2109.460   280.347     5.499   283.354     7.445      1085
    20.620   126.260  2167.211   281.210     4.199   284.368     7.621      1085
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    20.520   116.672     0.924     9.626     0.000     9.634     0.096      1084
    20.520   116.864     4.362    23.611    27.415    23.674     0.184      1084
    20.520   117.056    10.204    38.570    77.911    38.700     0.264      1084
    20.520   117.248    24.816   104.060   341.063   104.256     0.238      1084
    20.520   117.440    53.493   175.634   372.763   175.885     0.304      1084
    20.520   117.632    87.743   181.118    28.564   181.416     0.484      1084
    20.520   117.824   123.046   186.603    28.564   186.947     0.658      1084
    20.520   118.016   159.358   191.326    24.597   191.717     0.831      1084
    20.520   118.208   196.500   195.550    22.002   195.989     1.003      1084
    20.520   118.400   234.453   199.775    22.002   200.261     1.171      1084
    20.520   118.592   273.181   203.436    19.068   203.971     1.339      1084
    20.520   118.784   312.569   206.842    17.737   207.426     1.507      1084
    20.520   118.976   352.923   218.108    58.675   218.741     1.613      1084
    20.520   119.168   396.523   232.597    75.461   233.277     1.700      1084
    20.520   119.360   442.365   247.879    79.588   248.604     1.779      1084
    20.520   119.552   490.689   253.268    28.069   254.047     1.931      1084
    20.520   119.744   539.601   256.174    15.130   257.007     2.100      1084
    20.520   119.936   588.922   257.557     7.206   258.456     2.279      1084
    20.520   120.128   638.508   258.941     7.206   259.904     2.457      1084
    20.520   120.320   688.716   264.804    30.537   265.823     2.591      1084
    20.520   120.512   739.871   268.030    16.801   269.102     2.749      1084
    20.520   120.704   791.478   269.214     6.169   270.367     2.927      1084
    20.520   120.896   843.250   270.053     4.369   271.290     3.108      1084
    20.520   121.088   895.183   270.892     4.369   272.214     3.289      1084
    20.520   121.280   947.278   271.731     4.369   273.138     3.468      1084
    20.520   121.472   999.534   272.570     4.369   274.061     3.647      1084
    20.520   121.664  1051.950   273.409     4.369   274.985     3.825      1084
    20.520   121.856  1104.523   274.190     4.068   275.856     4.004      1084
    20.520   122.048  1157.245   274.962     4.021   276.718     4.182      1084
    20.520   122.240  1210.114   275.734     4.021   277.580     4.360      1084
    20.520   122.432  1263.132   276.506     4.021   278.443     4.536      1084
    20.520   122.624  1316.346   277.908     7.300   279.906     4.703      1084
    20.520   122.816  1370.032   281.346    17.909   283.382     4.835      1084
    20.520   123.008  1424.389   284.840    18.196   286.913     4.965      1084
    20.520   123.200  1479.253   286.306     7.636   288.442     5.128      1084
    20.520   123.392  1534.330   287.372     5.551   289.575     5.299      1084
    20.520   123.584  1589.610   288.438     5.551   290.709     5.468      1084
    20.520   123.776  1645.096   289.504     5.551   291.842     5.637      1084
    20.520   123.968  1700.786   290.570     5.551   292.976     5.805      1084
    20.520   124.160  1756.680   291.636     5.551   294.109     5.973      1084
    20.520   124.352  1812.780   292.722     5.657   295.262     6.140      1084
    20.520   124.544  1869.099   293.908     6.179   296.509     6.304      1084
    20.520   124.736  1925.646   295.095     6.179   297.756     6.467      1084
    20.520   124.928  1982.421   296.281     6.179   299.003     6.630      1084
    20.520   125.120  2039.424   297.467     6.179   300.250     6.792      1084
    20.520   125.312  2096.655   298.654     6.179   301.497     6.954      1084
    20.520   125.504  2154.112   299.840     6.179   302.744     7.115      1084
    20.520   125.696  2211.799   301.027     6.179   303.991     7.276      1084
    20.520   125.888  2269.713   302.213     6.179   305.238     7.436      1084
    20.520   126.080  2327.851   303.180     5.036   306.326     7.599      1084
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    20.420   115.647     0.726     4.898     0.000     4.949     0.147      1083
    20.420   115.863     2.047     7.299    28.959     7.416     0.276      1083
    20.420   116.080     3.996    10.896    16.606    11.074     0.361      1083
    20.420   116.296     9.481    36.948   120.269    37.183     0.255      1083
    20.420   116.513    18.661    46.345    43.382    46.637     0.400      1083
    20.420   116.730    29.451    55.187    40.818    55.536     0.530      1083
    20.420   116.946    44.783    94.104   179.659    94.508     0.474      1083
    20.420   117.163    68.863   122.138   129.425   122.598     0.562      1083
    20.420   117.380    96.689   132.187    46.391   132.704     0.729      1083
    20.420   117.596   125.855   137.100    22.680   137.675     0.914      1083
    20.420   117.813   156.116   142.489    24.881   143.102     1.091      1083
    20.420   118.029   187.596   148.165    26.202   148.800     1.261      1083
    20.420   118.246   220.436   156.568    38.792   157.252     1.402      1083
    20.420   118.463   255.442   165.842    42.815   166.590     1.533      1083
    20.420   118.679   292.237   173.891    37.156   174.701     1.673      1083
    20.420   118.896   330.709   180.781    31.811   181.656     1.821      1083
    20.420   119.112   370.505   186.664    27.157   187.603     1.975      1083
    20.420   119.329   411.659   194.417    35.794   195.420     2.107      1083
    20.420   119.546   455.531   219.467   115.642   220.516     2.066      1083
    20.420   119.762   505.051   231.930    57.535   233.007     2.168      1083
    20.420   119.979   555.768   236.938    23.122   238.041     2.335      1083
    20.420   120.195   608.333   246.154    42.547   247.279     2.460      1083
    20.420   120.412   662.173   250.296    19.120   251.475     2.633      1083
    20.420   120.629   716.696   252.408     9.752   253.698     2.825      1083
    20.420   120.845   771.471   253.330     4.255   254.716     3.029      1083
    20.420   121.062   826.445   254.252     4.255   255.735     3.232      1083
    20.420   121.279   881.619   255.173     4.255   256.753     3.434      1083
    20.420   121.495   936.992   256.095     4.255   257.771     3.635      1083
    20.420   121.712   992.565   257.017     4.255   258.790     3.835      1083
    20.420   121.928  1048.338   257.938     4.255   259.808     4.035      1083
    20.420   122.145  1104.310   258.860     4.255   260.827     4.234      1083
    20.420   122.362  1160.630   261.865    13.874   263.885     4.398      1083
    20.420   122.578  1217.800   265.706    17.730   267.759     4.548      1083
    20.420   122.795  1275.682   269.143    15.866   271.287     4.702      1083
    20.420   123.011  1334.250   270.977     8.468   273.229     4.883      1083
    20.420   123.228  1393.046   271.885     4.194   274.254     5.079      1083
    20.420   123.445  1452.043   272.945     4.890   275.413     5.272      1083
    20.420   123.661  1511.312   274.291     6.214   276.827     5.459      1083
    20.420   123.878  1570.873   275.637     6.214   278.241     5.646      1083
    20.420   124.094  1630.724   276.983     6.214   279.655     5.831      1083
    20.420   124.311  1690.868   278.328     6.214   281.068     6.016      1083
    20.420   124.528  1751.289   279.518     5.491   282.336     6.203      1083
    20.420   124.744  1811.962   280.673     5.333   283.573     6.390      1083
    20.420   124.961  1872.884   281.828     5.333   284.809     6.576      1083
    20.420   125.178  1934.056   282.984     5.333   286.045     6.761      1083
    20.420   125.394  1995.479   284.139     5.333   287.281     6.946      1083
    20.420   125.611  2057.152   285.294     5.333   288.517     7.130      1083
    20.420   125.827  2119.088   286.581     5.944   289.875     7.310      1083
    20.420   126.044  2181.306   287.882     6.003   291.246     7.490      1083
    20.420   126.261  2243.769   288.620     3.408   292.207     7.679      1083
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    20.320   115.956     1.969    15.762     0.000    15.788     0.125      1082
    20.320   116.162     6.296    25.687    26.036    25.767     0.244      1082
    20.320   116.367    12.196    32.152    31.413    32.272     0.378      1082
    20.320   116.573    27.284    91.427   288.005    91.587     0.298      1082
    20.320   116.779    47.653   107.273    76.988   107.471     0.443      1082
    20.320   116.985    70.541   115.139    38.221   115.376     0.611      1082
    20.320   117.191    95.302   125.674    51.190   125.950     0.757      1082
    20.320   117.397   122.219   135.490    47.690   135.804     0.900      1082
    20.320   117.602   151.038   144.256    42.595   144.609     1.044      1082
    20.320   117.808   181.482   151.472    35.061   151.883     1.195      1082
    20.320   118.014   213.256   157.297    28.300   157.764     1.352      1082
    20.320   118.220   246.829   167.197    48.105   167.724     1.472      1082
    20.320   118.426   281.580   170.497    16.031   171.083     1.646      1082
    20.320   118.631   317.010   173.796    16.030   174.442     1.817      1082
    20.320   118.837   353.555   181.517    37.517   182.219     1.940      1082
    20.320   119.043   391.730   189.492    38.746   190.249     2.059      1082
