"ZEIT[H]" "K1101" "K1077" "K1013" "K 936" "K 971" "K1107" "K5117" "K1134" "K1146" "K1153" "K1157"
 41433.771 124.485 124.112 123.705 123.450 123.572 124.563 124.767 125.043 125.323 125.455 125.564
 41433.792 124.494 124.119 123.709 123.450 123.575 124.572 124.778 125.056 125.337 125.469 125.579
 41433.812 124.502 124.125 123.713 123.450 123.577 124.581 124.788 125.067 125.349 125.481 125.591
 41433.833 124.508 124.129 123.716 123.450 123.579 124.587 124.796 125.077 125.359 125.491 125.602
 41433.854 124.512 124.132 123.718 123.450 123.581 124.591 124.800 125.082 125.363 125.495 125.605
 41433.875 124.508 124.130 123.718 123.450 123.581 124.587 124.795 125.074 125.354 125.485 125.594
 41433.896 124.496 124.121 123.713 123.450 123.578 124.574 124.779 125.055 125.333 125.463 125.571
 41433.917 124.480 124.109 123.706 123.450 123.574 124.557 124.759 125.032 125.309 125.438 125.546
 41433.937 124.466 124.098 123.699 123.450 123.570 124.542 124.742 125.012 125.287 125.416 125.523
 41433.958 124.453 124.089 123.693 123.450 123.566 124.528 124.726 124.992 125.266 125.395 125.501
 41433.979 124.443 124.080 123.687 123.450 123.563 124.517 124.713 124.977 125.251 125.380 125.485
 41434.000 124.441 124.078 123.685 123.450 123.561 124.515 124.711 124.977 125.252 125.382 125.489
 41434.021 124.450 124.085 123.688 123.450 123.563 124.526 124.723 124.992 125.270 125.401 125.509
 41434.042 124.464 124.096 123.695 123.450 123.566 124.541 124.741 125.012 125.291 125.423 125.531
 41434.062 124.476 124.105 123.701 123.450 123.570 124.553 124.755 125.029 125.308 125.440 125.548
 41434.083 124.485 124.112 123.705 123.450 123.573 124.562 124.766 125.042 125.322 125.453 125.562
 41434.104 124.491 124.117 123.708 123.450 123.575 124.569 124.774 125.051 125.331 125.463 125.572
 41434.125 124.493 124.118 123.710 123.450 123.576 124.571 124.776 125.052 125.331 125.463 125.571
 41434.146 124.489 124.116 123.709 123.450 123.575 124.567 124.771 125.047 125.325 125.456 125.564
 41434.167 124.485 124.112 123.706 123.450 123.574 124.562 124.765 125.040 125.319 125.449 125.558
 41434.187 124.482 124.109 123.704 123.450 123.573 124.559 124.762 125.036 125.314 125.445 125.553
 41434.208 124.480 124.108 123.704 123.450 123.572 124.557 124.759 125.033 125.312 125.443 125.551
 41434.229 124.479 124.108 123.703 123.450 123.572 124.556 124.759 125.033 125.312 125.443 125.551
 41434.250 124.481 124.109 123.704 123.450 123.572 124.558 124.761 125.035 125.314 125.445 125.553
 41434.271 124.483 124.110 123.705 123.450 123.573 124.560 124.763 125.038 125.317 125.449 125.557
 41434.292 124.484 124.112 123.706 123.450 123.573 124.562 124.765 125.040 125.319 125.451 125.559
 41434.312 124.485 124.112 123.706 123.450 123.573 124.562 124.766 125.041 125.320 125.451 125.559
 41434.333 124.484 124.112 123.706 123.450 123.573 124.562 124.765 125.040 125.319 125.450 125.558
 41434.354 124.483 124.111 123.705 123.450 123.573 124.560 124.763 125.037 125.316 125.447 125.555
 41434.375 124.479 124.108 123.704 123.450 123.572 124.556 124.758 125.031 125.309 125.439 125.547
 41434.396 124.473 124.103 123.701 123.450 123.571 124.549 124.750 125.021 125.298 125.428 125.535
 41434.417 124.465 124.097 123.698 123.450 123.569 124.541 124.740 125.010 125.286 125.416 125.522
 41434.437 124.457 124.091 123.694 123.450 123.567 124.532 124.730 124.998 125.273 125.403 125.509
 41434.458 124.449 124.085 123.690 123.450 123.565 124.524 124.720 124.986 125.260 125.389 125.495
 41434.479 124.441 124.079 123.686 123.450 123.562 124.515 124.710 124.974 125.247 125.376 125.481
 41434.500 124.432 124.072 123.683 123.450 123.560 124.506 124.699 124.961 125.234 125.362 125.467
 41434.521 124.424 124.066 123.679 123.450 123.558 124.497 124.689 124.949 125.220 125.348 125.452
 41434.542 124.415 124.060 123.675 123.450 123.556 124.488 124.678 124.936 125.207 125.335 125.438
 41434.562 124.408 124.054 123.672 123.450 123.554 124.481 124.669 124.926 125.196 125.324 125.427
 41434.583 124.403 124.050 123.669 123.450 123.553 124.475 124.663 124.918 125.188 125.316 125.419
 41434.604 124.400 124.048 123.668 123.450 123.552 124.473 124.660 124.915 125.186 125.314 125.417
 41434.625 124.402 124.049 123.668 123.450 123.552 124.474 124.662 124.918 125.189 125.318 125.421
 41434.646 124.407 124.053 123.670 123.450 123.553 124.480 124.669 124.926 125.198 125.326 125.431
 41434.667 124.413 124.057 123.673 123.450 123.554 124.486 124.676 124.935 125.207 125.337 125.441
 41434.687 124.420 124.063 123.676 123.450 123.556 124.493 124.685 124.945 125.218 125.348 125.453
 41434.708 124.427 124.068 123.679 123.450 123.558 124.501 124.694 124.956 125.230 125.360 125.466
 41434.729 124.434 124.074 123.682 123.450 123.560 124.509 124.703 124.966 125.241 125.371 125.477
 41434.750 124.439 124.077 123.685 123.450 123.561 124.513 124.708 124.972 125.247 125.376 125.482
 41434.771 124.439 124.078 123.685 123.450 123.562 124.514 124.708 124.972 125.246 125.376 125.481
 41434.792 124.437 124.076 123.685 123.450 123.561 124.512 124.706 124.970 125.243 125.373 125.478
 41434.812 124.435 124.074 123.683 123.450 123.561 124.509 124.703 124.966 125.240 125.369 125.474
 41434.833 124.433 124.073 123.682 123.450 123.560 124.507 124.700 124.963 125.236 125.365 125.470
 41434.854 124.430 124.071 123.681 123.450 123.559 124.504 124.697 124.959 125.232 125.361 125.466
 41434.875 124.426 124.068 123.680 123.450 123.559 124.500 124.692 124.952 125.225 125.353 125.457
 41434.896 124.420 124.063 123.677 123.450 123.557 124.493 124.684 124.943 125.214 125.342 125.446
 41434.917 124.412 124.057 123.674 123.450 123.555 124.485 124.674 124.931 125.202 125.329 125.433
 41434.937 124.404 124.051 123.670 123.450 123.553 124.476 124.664 124.920 125.189 125.317 125.419
 41434.958 124.396 124.045 123.667 123.450 123.551 124.468 124.654 124.907 125.176 125.303 125.405
 41434.979 124.387 124.039 123.663 123.450 123.549 124.459 124.644 124.895 125.162 125.289 125.391
 41435.000 124.380 124.033 123.660 123.450 123.547 124.451 124.635 124.884 125.150 125.276 125.378
 41435.021 124.374 124.028 123.657 123.450 123.546 124.445 124.628 124.875 125.141 125.268 125.369
 41435.042 124.370 124.026 123.655 123.450 123.545 124.441 124.623 124.871 125.135 125.262 125.363
 41435.062 124.369 124.024 123.655 123.450 123.544 124.440 124.621 124.868 125.133 125.260 125.361
 41435.083 124.368 124.024 123.654 123.450 123.544 124.439 124.621 124.868 125.132 125.259 125.360
 41435.104 124.369 124.025 123.655 123.450 123.544 124.440 124.622 124.869 125.134 125.261 125.363
 41435.125 124.372 124.027 123.656 123.450 123.545 124.444 124.627 124.875 125.141 125.269 125.371
 41435.146 124.379 124.032 123.658 123.450 123.546 124.450 124.634 124.884 125.152 125.280 125.383
 41435.167 124.386 124.037 123.661 123.450 123.548 124.458 124.643 124.895 125.164 125.292 125.395
 41435.187 124.394 124.043 123.665 123.450 123.550 124.466 124.652 124.906 125.176 125.305 125.408
 41435.208 124.401 124.049 123.668 123.450 123.551 124.474 124.662 124.918 125.189 125.318 125.422
 41435.229 124.410 124.055 123.671 123.450 123.553 124.483 124.673 124.931 125.204 125.333 125.438
 41435.250 124.421 124.063 123.676 123.450 123.556 124.495 124.686 124.947 125.221 125.351 125.456
 41435.271 124.432 124.072 123.681 123.450 123.559 124.506 124.700 124.964 125.239 125.369 125.475
 41435.292 124.443 124.080 123.686 123.450 123.561 124.518 124.714 124.980 125.256 125.386 125.493
 41435.312 124.453 124.088 123.690 123.450 123.564 124.529 124.727 124.995 125.272 125.403 125.511
 41435.333 124.464 124.096 123.695 123.450 123.567 124.540 124.740 125.011 125.290 125.421 125.529
 41435.354 124.475 124.104 123.700 123.450 123.570 124.552 124.754 125.027 125.306 125.438 125.547
 41435.375 124.483 124.111 123.705 123.450 123.572 124.560 124.764 125.039 125.318 125.450 125.558
 41435.396 124.487 124.114 123.707 123.450 123.574 124.564 124.768 125.043 125.323 125.454 125.563
 41435.417 124.487 124.114 123.707 123.450 123.574 124.564 124.768 125.043 125.322 125.453 125.561
 41435.437 124.484 124.112 123.706 123.450 123.574 124.561 124.764 125.039 125.317 125.448 125.556
 41435.458 124.480 124.108 123.704 123.450 123.573 124.557 124.759 125.033 125.310 125.441 125.549
 41435.479 124.476 124.105 123.702 123.450 123.571 124.553 124.755 125.028 125.305 125.436 125.544
 41435.500 124.477 124.105 123.701 123.450 123.571 124.553 124.756 125.029 125.308 125.440 125.548
 41435.521 124.483 124.110 123.704 123.450 123.572 124.561 124.765 125.040 125.321 125.453 125.562
 41435.542 124.495 124.119 123.709 123.450 123.575 124.573 124.779 125.058 125.340 125.473 125.583
 41435.562 124.508 124.129 123.715 123.450 123.578 124.588 124.796 125.078 125.361 125.494 125.605
 41435.583 124.522 124.139 123.722 123.450 123.582 124.602 124.813 125.098 125.383 125.516 125.628
 41435.604 124.535 124.149 123.728 123.450 123.586 124.617 124.831 125.119 125.405 125.539 125.651
 41435.625 124.550 124.160 123.734 123.450 123.590 124.633 124.849 125.141 125.428 125.563 125.676
 41435.646 124.565 124.171 123.740 123.450 123.595 124.649 124.868 125.164 125.452 125.587 125.702
 41435.667 124.579 124.181 123.747 123.450 123.599 124.664 124.886 125.185 125.474 125.609 125.725
 41435.687 124.591 124.190 123.752 123.450 123.604 124.677 124.902 125.204 125.494 125.629 125.745
 41435.708 124.602 124.197 123.757 123.450 123.607 124.689 124.916 125.221 125.511 125.647 125.764
 41435.729 124.613 124.204 123.761 123.450 123.611 124.700 124.929 125.236 125.528 125.664 125.781
 41435.750 124.621 124.210 123.764 123.450 123.614 124.710 124.940 125.249 125.541 125.678 125.796
 41435.771 124.628 124.215 123.767 123.450 123.616 124.717 124.949 125.259 125.551 125.689 125.807
 41435.792 124.633 124.218 123.769 123.450 123.618 124.722 124.955 125.267 125.559 125.697 125.816
 41435.812 124.637 124.221 123.770 123.450 123.620 124.727 124.961 125.273 125.566 125.704 125.823
 41435.833 124.640 124.223 123.772 123.450 123.621 124.731 124.965 125.278 125.572 125.710 125.830
 41435.854 124.643 124.225 123.773 123.450 123.622 124.734 124.969 125.283 125.577 125.715 125.835
 41435.875 124.644 124.226 123.774 123.450 123.623 124.735 124.970 125.284 125.577 125.715 125.835
 41435.896 124.643 124.225 123.773 123.450 123.623 124.733 124.968 125.282 125.575 125.713 125.833
 41435.917 124.642 124.224 123.772 123.450 123.622 124.732 124.967 125.280 125.574 125.712 125.831
 41435.937 124.642 124.224 123.772 123.450 123.622 124.732 124.967 125.280 125.574 125.712 125.831
 41435.958 124.642 124.224 123.772 123.450 123.622 124.732 124.967 125.281 125.574 125.712 125.832
 41435.979 124.643 124.225 123.773 123.450 123.622 124.734 124.969 125.282 125.577 125.715 125.834
 41436.000 124.646 124.227 123.774 123.450 123.623 124.737 124.973 125.287 125.582 125.721 125.841
 41436.021 124.651 124.230 123.776 123.450 123.624 124.743 124.980 125.295 125.591 125.730 125.851
 41436.042 124.657 124.234 123.778 123.450 123.626 124.749 124.987 125.304 125.600 125.739 125.860
 41436.062 124.662 124.238 123.780 123.450 123.628 124.754 124.993 125.311 125.608 125.748 125.869
 41436.083 124.667 124.241 123.782 123.450 123.630 124.759 124.999 125.318 125.616 125.756 125.878
 41436.104 124.671 124.243 123.783 123.450 123.631 124.763 125.004 125.324 125.623 125.763 125.885
 41436.125 124.673 124.245 123.784 123.450 123.633 124.766 125.007 125.327 125.626 125.766 125.888
 41436.146 124.673 124.245 123.784 123.450 123.633 124.765 125.007 125.327 125.626 125.765 125.887
 41436.167 124.672 124.244 123.784 123.450 123.633 124.765 125.006 125.326 125.625 125.765 125.887
 41436.187 124.672 124.244 123.784 123.450 123.632 124.765 125.006 125.326 125.625 125.764 125.886
 41436.208 124.672 124.244 123.784 123.450 123.632 124.764 125.005 125.326 125.624 125.764 125.886
 41436.229 124.671 124.243 123.783 123.450 123.632 124.763 125.004 125.324 125.622 125.762 125.884
 41436.250 124.668 124.241 123.782 123.450 123.632 124.760 125.000 125.319 125.616 125.755 125.876
 41436.271 124.662 124.237 123.780 123.450 123.630 124.754 124.993 125.310 125.606 125.745 125.866
 41436.292 124.656 124.233 123.778 123.450 123.628 124.747 124.985 125.301 125.597 125.735 125.855
 41436.312 124.651 124.230 123.776 123.450 123.626 124.742 124.978 125.293 125.588 125.726 125.845
 41436.333 124.645 124.226 123.774 123.450 123.624 124.736 124.971 125.285 125.578 125.716 125.836
 41436.354 124.640 124.223 123.772 123.450 123.622 124.730 124.965 125.277 125.571 125.708 125.827
 41436.375 124.637 124.221 123.771 123.450 123.621 124.727 124.961 125.273 125.566 125.704 125.823
 41436.396 124.636 124.220 123.770 123.450 123.620 124.726 124.960 125.272 125.565 125.702 125.821
 41436.417 124.636 124.220 123.770 123.450 123.620 124.726 124.959 125.271 125.564 125.701 125.820
 41436.437 124.635 124.219 123.770 123.450 123.620 124.725 124.958 125.270 125.562 125.699 125.818
 41436.458 124.634 124.218 123.769 123.450 123.619 124.723 124.956 125.267 125.560 125.697 125.816
 41436.479 124.632 124.217 123.769 123.450 123.619 124.721 124.954 125.264 125.556 125.693 125.812
 41436.500 124.628 124.215 123.768 123.450 123.618 124.717 124.949 125.259 125.550 125.687 125.805
 41436.521 124.623 124.211 123.766 123.450 123.616 124.712 124.943 125.251 125.542 125.678 125.795
 41436.542 124.617 124.207 123.763 123.450 123.615 124.706 124.936 125.242 125.532 125.668 125.785
 41436.562 124.612 124.204 123.761 123.450 123.613 124.700 124.929 125.234 125.524 125.659 125.776
 41436.583 124.607 124.200 123.759 123.450 123.611 124.694 124.922 125.227 125.516 125.651 125.767
 41436.604 124.603 124.198 123.758 123.450 123.609 124.690 124.917 125.221 125.510 125.645 125.761
 41436.625 124.601 124.196 123.757 123.450 123.609 124.688 124.915 125.218 125.508 125.643 125.759
 41436.646 124.601 124.196 123.756 123.450 123.608 124.687 124.914 125.217 125.507 125.641 125.757
 41436.667 124.600 124.195 123.756 123.450 123.608 124.686 124.913 125.215 125.504 125.639 125.755
 41436.687 124.598 124.194 123.755 123.450 123.608 124.684 124.910 125.212 125.501 125.635 125.751
 41436.708 124.595 124.192 123.754 123.450 123.607 124.681 124.906 125.207 125.496 125.630 125.745
 41436.729 124.590 124.189 123.753 123.450 123.606 124.676 124.901 125.201 125.488 125.622 125.737
 41436.750 124.583 124.184 123.750 123.450 123.604 124.668 124.891 125.189 125.476 125.609 125.723
 41436.771 124.573 124.177 123.746 123.450 123.601 124.658 124.879 125.174 125.460 125.593 125.707
 41436.792 124.564 124.170 123.742 123.450 123.598 124.648 124.868 125.161 125.447 125.580 125.693
 41436.812 124.558 124.165 123.739 123.450 123.595 124.641 124.859 125.151 125.436 125.569 125.682
 41436.833 124.552 124.162 123.737 123.450 123.594 124.635 124.852 125.143 125.428 125.561 125.673
 41436.854 124.549 124.159 123.735 123.450 123.592 124.632 124.848 125.139 125.424 125.557 125.669
 41436.875 124.550 124.160 123.735 123.450 123.592 124.633 124.850 125.141 125.426 125.560 125.673
 41436.896 124.554 124.163 123.737 123.450 123.593 124.637 124.855 125.147 125.433 125.567 125.680
 41436.917 124.559 124.166 123.739 123.450 123.594 124.642 124.860 125.153 125.439 125.573 125.686
 41436.937 124.561 124.168 123.740 123.450 123.595 124.645 124.863 125.157 125.443 125.577 125.690
 41436.958 124.563 124.169 123.741 123.450 123.596 124.646 124.866 125.159 125.446 125.580 125.693
 41436.979 124.565 124.171 123.742 123.450 123.597 124.649 124.869 125.163 125.450 125.584 125.698
 41437.000 124.571 124.175 123.743 123.450 123.598 124.655 124.876 125.173 125.461 125.596 125.710
 41437.021 124.580 124.181 123.747 123.450 123.600 124.665 124.888 125.187 125.476 125.611 125.726
 41437.042 124.589 124.188 123.751 123.450 123.603 124.675 124.899 125.200 125.489 125.624 125.740
 41437.062 124.596 124.193 123.754 123.450 123.606 124.682 124.908 125.210 125.499 125.635 125.750
 41437.083 124.601 124.196 123.756 123.450 123.608 124.688 124.915 125.218 125.508 125.643 125.760
 41437.104 124.605 124.199 123.758 123.450 123.609 124.692 124.920 125.224 125.514 125.650 125.766
 41437.125 124.607 124.200 123.759 123.450 123.610 124.694 124.922 125.226 125.516 125.651 125.768
 41437.146 124.607 124.200 123.759 123.450 123.610 124.694 124.922 125.226 125.516 125.651 125.768
 41437.167 124.607 124.200 123.759 123.450 123.610 124.694 124.922 125.227 125.517 125.653 125.769
 41437.187 124.610 124.202 123.760 123.450 123.611 124.697 124.926 125.231 125.522 125.658 125.775
 41437.208 124.614 124.205 123.761 123.450 123.612 124.701 124.931 125.237 125.528 125.665 125.782
 41437.229 124.618 124.208 123.763 123.450 123.613 124.706 124.936 125.243 125.534 125.671 125.788
 41437.250 124.619 124.209 123.764 123.450 123.614 124.707 124.938 125.245 125.536 125.672 125.789
 41437.271 124.618 124.208 123.763 123.450 123.614 124.706 124.936 125.243 125.533 125.669 125.786
 41437.292 124.615 124.206 123.762 123.450 123.613 124.703 124.933 125.239 125.529 125.665 125.782
 41437.312 124.613 124.204 123.761 123.450 123.613 124.701 124.930 125.236 125.526 125.662 125.779
 41437.333 124.612 124.204 123.761 123.450 123.612 124.700 124.928 125.234 125.524 125.660 125.777
 41437.354 124.610 124.202 123.760 123.450 123.612 124.697 124.926 125.231 125.520 125.656 125.772
 41437.375 124.604 124.199 123.759 123.450 123.610 124.691 124.918 125.222 125.510 125.644 125.760
 41437.396 124.594 124.192 123.755 123.450 123.608 124.680 124.906 125.206 125.494 125.627 125.742
 41437.417 124.583 124.184 123.750 123.450 123.604 124.668 124.892 125.190 125.476 125.610 125.723
 41437.437 124.573 124.176 123.746 123.450 123.601 124.657 124.878 125.173 125.459 125.592 125.705
 41437.458 124.562 124.169 123.741 123.450 123.597 124.646 124.865 125.158 125.442 125.575 125.688
 41437.479 124.554 124.163 123.737 123.450 123.594 124.637 124.854 125.145 125.430 125.563 125.675
 41437.500 124.550 124.160 123.735 123.450 123.592 124.633 124.849 125.140 125.426 125.559 125.672
 41437.521 124.551 124.160 123.735 123.450 123.592 124.633 124.850 125.142 125.427 125.561 125.673
 41437.542 124.551 124.161 123.736 123.450 123.593 124.634 124.851 125.142 125.427 125.560 125.672
 41437.562 124.549 124.160 123.735 123.450 123.592 124.632 124.848 125.138 125.423 125.556 125.668
 41437.583 124.546 124.157 123.734 123.450 123.592 124.628 124.843 125.133 125.417 125.550 125.661
 41437.604 124.541 124.154 123.732 123.450 123.590 124.623 124.837 125.125 125.409 125.542 125.653
 41437.625 124.535 124.150 123.729 123.450 123.589 124.617 124.830 125.117 125.400 125.532 125.643
 41437.646 124.530 124.145 123.727 123.450 123.587 124.610 124.823 125.108 125.391 125.523 125.634
 41437.667 124.525 124.142 123.725 123.450 123.585 124.605 124.817 125.101 125.384 125.516 125.627
 41437.687 124.522 124.139 123.723 123.450 123.584 124.602 124.813 125.096 125.379 125.511 125.621
 41437.708 124.519 124.138 123.722 123.450 123.583 124.599 124.810 125.093 125.375 125.507 125.617
 41437.729 124.517 124.136 123.721 123.450 123.583 124.597 124.807 125.090 125.372 125.504 125.614
 41437.750 124.516 124.135 123.720 123.450 123.582 124.596 124.805 125.088 125.370 125.502 125.612
 41437.771 124.515 124.135 123.720 123.450 123.582 124.595 124.805 125.087 125.369 125.501 125.611
 41437.792 124.515 124.135 123.720 123.450 123.582 124.595 124.804 125.087 125.369 125.501 125.611
 41437.812 124.515 124.135 123.720 123.450 123.582 124.595 124.804 125.087 125.369 125.501 125.611
 41437.833 124.515 124.135 123.720 123.450 123.582 124.595 124.804 125.087 125.369 125.501 125.611
 41437.854 124.515 124.134 123.720 123.450 123.582 124.594 124.804 125.086 125.368 125.500 125.610
 41437.875 124.512 124.133 123.719 123.450 123.582 124.592 124.801 125.082 125.363 125.495 125.605
 41437.896 124.507 124.129 123.717 123.450 123.580 124.586 124.794 125.074 125.355 125.486 125.595
 41437.917 124.501 124.125 123.714 123.450 123.579 124.580 124.786 125.065 125.345 125.476 125.585
 41437.937 124.495 124.120 123.711 123.450 123.577 124.573 124.779 125.056 125.335 125.466 125.575
 41437.958 124.490 124.116 123.709 123.450 123.575 124.567 124.772 125.047 125.326 125.457 125.565
 41437.979 124.484 124.112 123.706 123.450 123.574 124.561 124.765 125.039 125.317 125.448 125.556
 41438.000 124.479 124.108 123.704 123.450 123.572 124.556 124.758 125.031 125.309 125.440 125.547
 41438.021 124.475 124.105 123.702 123.450 123.571 124.552 124.753 125.026 125.304 125.434 125.542
 41438.042 124.473 124.103 123.700 123.450 123.570 124.550 124.751 125.024 125.301 125.432 125.540
 41438.062 124.473 124.103 123.700 123.450 123.570 124.550 124.751 125.024 125.302 125.433 125.541
 41438.083 124.474 124.104 123.701 123.450 123.570 124.551 124.752 125.025 125.303 125.434 125.542
 41438.104 124.476 124.105 123.701 123.450 123.571 124.553 124.755 125.028 125.306 125.437 125.545
 41438.125 124.480 124.108 123.703 123.450 123.571 124.557 124.760 125.034 125.314 125.445 125.554
 41438.146 124.487 124.113 123.706 123.450 123.573 124.565 124.769 125.045 125.326 125.458 125.567
 41438.167 124.495 124.119 123.710 123.450 123.575 124.573 124.779 125.057 125.338 125.471 125.580
 41438.187 124.503 124.125 123.713 123.450 123.578 124.581 124.789 125.068 125.350 125.482 125.592
 41438.208 124.509 124.130 123.716 123.450 123.579 124.588 124.796 125.078 125.360 125.492 125.602
 41438.229 124.514 124.134 123.719 123.450 123.581 124.593 124.803 125.085 125.367 125.500 125.611
 41438.250 124.518 124.137 123.721 123.450 123.582 124.598 124.808 125.091 125.374 125.506 125.617
 41438.271 124.520 124.138 123.722 123.450 123.583 124.600 124.810 125.093 125.376 125.508 125.619
 41438.292 124.518 124.137 123.722 123.450 123.583 124.598 124.808 125.090 125.372 125.504 125.614
 41438.312 124.513 124.134 123.720 123.450 123.582 124.593 124.802 125.083 125.364 125.495 125.605
 41438.333 124.506 124.128 123.717 123.450 123.580 124.585 124.793 125.073 125.353 125.484 125.593
 41438.354 124.499 124.123 123.713 123.450 123.578 124.577 124.783 125.061 125.340 125.471 125.579
 41438.375 124.489 124.116 123.709 123.450 123.576 124.567 124.771 125.046 125.324 125.454 125.562
 41438.396 124.478 124.107 123.704 123.450 123.573 124.555 124.757 125.029 125.306 125.436 125.543
 41438.417 124.467 124.099 123.699 123.450 123.570 124.543 124.743 125.012 125.288 125.418 125.524
 41438.437 124.456 124.091 123.694 123.450 123.567 124.531 124.729 124.997 125.271 125.401 125.507
 41438.458 124.446 124.083 123.689 123.450 123.564 124.521 124.717 124.982 125.256 125.385 125.490
 41438.479 124.436 124.075 123.684 123.450 123.561 124.510 124.704 124.966 125.239 125.367 125.472
 41438.500 124.423 124.066 123.679 123.450 123.559 124.497 124.688 124.947 125.218 125.346 125.449
 41438.521 124.408 124.055 123.673 123.450 123.555 124.481 124.669 124.925 125.193 125.320 125.423
 41438.542 124.392 124.042 123.666 123.450 123.551 124.464 124.649 124.900 125.167 125.293 125.395
 41438.562 124.376 124.030 123.659 123.450 123.547 124.447 124.630 124.877 125.142 125.268 125.368
 41438.583 124.362 124.020 123.653 123.450 123.544 124.432 124.613 124.857 125.118 125.243 125.344
 41438.604 124.350 124.010 123.648 123.450 123.541 124.420 124.598 124.839 125.099 125.223 125.322
 41438.625 124.341 124.004 123.644 123.450 123.539 124.411 124.588 124.828 125.086 125.211 125.310
 41438.646 124.339 124.002 123.642 123.450 123.538 124.408 124.585 124.825 125.083 125.208 125.307
 41438.667 124.340 124.003 123.643 123.450 123.538 124.410 124.587 124.828 125.086 125.211 125.311
 41438.687 124.344 124.006 123.645 123.450 123.539 124.414 124.592 124.833 125.093 125.218 125.318
 41438.708 124.349 124.010 123.647 123.450 123.540 124.419 124.598 124.840 125.101 125.226 125.327
 41438.729 124.354 124.013 123.649 123.450 123.541 124.424 124.604 124.848 125.109 125.235 125.336
 41438.750 124.359 124.017 123.651 123.450 123.542 124.430 124.610 124.855 125.118 125.244 125.345
 41438.771 124.364 124.021 123.653 123.450 123.543 124.435 124.616 124.862 125.126 125.252 125.354
 41438.792 124.369 124.024 123.654 123.450 123.544 124.440 124.622 124.869 125.134 125.261 125.363
 41438.812 124.374 124.028 123.657 123.450 123.545 124.445 124.628 124.877 125.143 125.270 125.373
 41438.833 124.379 124.032 123.659 123.450 123.546 124.451 124.635 124.885 125.152 125.280 125.382
 41438.854 124.385 124.036 123.661 123.450 123.548 124.457 124.642 124.893 125.162 125.290 125.392
 41438.875 124.390 124.041 123.663 123.450 123.549 124.463 124.648 124.901 125.171 125.299 125.402
 41438.896 124.395 124.044 123.666 123.450 123.550 124.468 124.654 124.908 125.178 125.307 125.410
 41438.917 124.399 124.047 123.667 123.450 123.551 124.472 124.659 124.914 125.185 125.313 125.416
 41438.937 124.402 124.050 123.669 123.450 123.552 124.475 124.663 124.919 125.189 125.318 125.421
 41438.958 124.405 124.052 123.670 123.450 123.553 124.478 124.666 124.922 125.193 125.321 125.425
 41438.979 124.407 124.053 123.671 123.450 123.553 124.480 124.669 124.926 125.197 125.326 125.430
 41439.000 124.411 124.056 123.672 123.450 123.554 124.484 124.674 124.932 125.204 125.333 125.437
 41439.021 124.417 124.060 123.674 123.450 123.555 124.490 124.681 124.941 125.214 125.343 125.448
 41439.042 124.424 124.066 123.677 123.450 123.557 124.498 124.690 124.951 125.225 125.354 125.459
 41439.062 124.431 124.071 123.681 123.450 123.559 124.505 124.698 124.961 125.236 125.366 125.471
 41439.083 124.439 124.077 123.684 123.450 123.560 124.513 124.708 124.973 125.248 125.379 125.485
 41439.104 124.446 124.082 123.687 123.450 123.562 124.521 124.717 124.983 125.259 125.389 125.496
 41439.125 124.449 124.085 123.690 123.450 123.564 124.523 124.720 124.986 125.261 125.391 125.497
 41439.146 124.444 124.082 123.688 123.450 123.563 124.519 124.714 124.979 125.252 125.381 125.486
 41439.167 124.436 124.075 123.685 123.450 123.561 124.510 124.703 124.966 125.239 125.367 125.472
 41439.187 124.427 124.068 123.680 123.450 123.559 124.500 124.692 124.953 125.225 125.353 125.458
 41439.208 124.419 124.062 123.676 123.450 123.557 124.492 124.683 124.941 125.212 125.341 125.444
 41439.229 124.411 124.057 123.673 123.450 123.555 124.484 124.674 124.931 125.201 125.329 125.432
 41439.250 124.405 124.052 123.670 123.450 123.553 124.477 124.666 124.921 125.191 125.319 125.422
 41439.271 124.400 124.048 123.668 123.450 123.552 124.472 124.660 124.914 125.184 125.311 125.414
 41439.292 124.396 124.045 123.666 123.450 123.551 124.468 124.655 124.908 125.178 125.305 125.408
 41439.312 124.392 124.042 123.665 123.450 123.550 124.464 124.650 124.903 125.172 125.299 125.402
 41439.333 124.389 124.040 123.663 123.450 123.549 124.461 124.646 124.898 125.166 125.293 125.395
 41439.354 124.385 124.037 123.662 123.450 123.548 124.457 124.641 124.892 125.159 125.287 125.389
 41439.375 124.381 124.034 123.660 123.450 123.548 124.453 124.637 124.886 125.153 125.280 125.382
 41439.396 124.377 124.031 123.658 123.450 123.547 124.448 124.631 124.879 125.145 125.272 125.373
 41439.417 124.371 124.027 123.656 123.450 123.545 124.442 124.625 124.872 125.136 125.262 125.364
 41439.437 124.365 124.022 123.654 123.450 123.544 124.436 124.617 124.862 125.125 125.251 125.352
 41439.458 124.359 124.017 123.651 123.450 123.543 124.429 124.609 124.852 125.114 125.239 125.340
 41439.479 124.352 124.012 123.648 123.450 123.541 124.422 124.601 124.843 125.103 125.228 125.328
 41439.500 124.346 124.008 123.646 123.450 123.540 124.416 124.594 124.835 125.094 125.219 125.318
 41439.521 124.343 124.005 123.644 123.450 123.539 124.413 124.590 124.830 125.089 125.213 125.313
 41439.542 124.341 124.004 123.644 123.450 123.538 124.410 124.587 124.827 125.086 125.210 125.309
