"TXLS","QGAM","QKRA","QWEH","QMIN","D-E"
41444.083,1934.54,1500,434.54,15,419.54
41444.104,1924.93,1500,424.93,15,409.93
41444.125,1906.37,1500,406.37,15,391.37
41444.146,1886.24,1500,386.24,15,371.24
41444.167,1877.78,1500,377.78,15,362.78
41444.187,1874.63,1500,374.63,15,359.63
41444.208,1873.89,1500,373.89,15,358.89
41444.229,1874.39,1500,374.39,15,359.39
41444.25,1875.17,1500,375.17,15,360.17
41444.271,1876.98,1500,376.98,15,361.98
41444.292,1881.44,1500,381.44,15,366.44
41444.312,1888.27,1500,388.27,15,373.27
41444.333,1896.35,1500,396.35,15,381.35
41444.354,1904.73,1500,404.73,15,389.73
41444.375,1912.53,1500,412.53,15,397.53
41444.396,1915.67,1500,415.67,15,400.67
41444.417,1911.9,1500,411.9,15,396.9
41444.437,1904.66,1500,404.66,15,389.66
41444.458,1896.18,1500,396.18,15,381.18
41444.479,1887.54,1500,387.54,15,372.54
41444.5,1879.56,1500,379.56,15,364.56
41444.521,1874.25,1500,374.25,15,359.25
41444.542,1872.4,1500,372.4,15,357.4
41444.562,1872.57,1500,372.57,15,357.57
41444.583,1873.55,1500,373.55,15,358.55
41444.604,1874.78,1500,374.78,15,359.78
41444.625,1874.96,1500,374.96,15,359.96
41444.646,1874.9,1500,374.9,15,359.9
41444.667,1875.92,1500,375.92,15,360.92
41444.687,1877.35,1500,377.35,15,362.35
41444.708,1879.14,1500,379.14,15,364.14
41444.729,1880.94,1500,380.94,15,365.94
41444.75,1876.07,1500,376.07,15,361.07
41444.771,1866.75,1500,366.75,15,351.75
41444.792,1865.21,1500,365.21,15,350.21
41444.812,1872.53,1500,372.53,15,357.53
41444.833,1883.52,1500,383.52,15,368.52
41444.854,1895.52,1500,395.52,15,380.52
41444.875,1921.57,1500,421.57,15,406.57
41444.896,1945.78,1500,445.78,15,430.78
41444.917,1948.08,1500,448.08,15,433.08
41444.937,1941.8,1500,441.8,15,426.8
41444.958,1933.65,1500,433.65,15,418.65
41444.979,1925.81,1500,425.81,15,410.81
41445,1914.76,1500,414.76,15,399.76
41445.021,1903.43,1500,403.43,15,388.43
41445.042,1896.54,1500,396.54,15,381.54
41445.062,1891.73,1500,391.73,15,376.73
41445.083,1887.76,1500,387.76,15,372.76
41445.104,1884.04,1500,384.04,15,369.04
41445.125,1880.49,1500,380.49,15,365.49
41445.146,1877.84,1500,377.84,15,362.84
41445.167,1876.37,1500,376.37,15,361.37
41445.187,1875.5,1500,375.5,15,360.5
41445.208,1874.82,1500,374.82,15,359.82
41445.229,1874.21,1500,374.21,15,359.21
41445.25,1867.43,1500,367.43,15,352.43
41445.271,1861.41,1500,361.41,15,346.41
41445.292,1867.42,1500,367.42,15,352.42
41445.312,1880.9,1500,380.9,15,365.9
41445.333,1897.29,1500,397.29,15,382.29
41445.354,1914.05,1500,414.05,15,399.05
41445.375,1932.62,1500,432.62,15,417.62
41445.396,1945.21,1500,445.21,15,430.21
41445.417,1944.67,1500,444.67,15,429.67
41445.437,1937.56,1500,437.56,15,422.56
41445.458,1929.01,1500,429.01,15,414.01
41445.479,1920.37,1500,420.37,15,405.37
41445.5,1921.23,1500,421.23,15,406.23
41445.521,1929.75,1500,429.75,15,414.75
41445.542,1937.01,1500,437.01,15,422.01
41445.562,1944.66,1500,444.66,15,429.66
41445.583,1951.96,1500,451.96,15,436.96
41445.604,1959.01,1500,459.01,15,444.01
41445.625,1954.72,1500,454.72,15,439.72
41445.646,1941.11,1500,441.11,15,426.11
41445.667,1929.56,1500,429.56,15,414.56
41445.687,1918.67,1500,418.67,15,403.67
41445.708,1908.86,1500,408.86,15,393.86
41445.729,1899.68,1500,399.68,15,384.68
41445.75,1889.28,1500,389.28,15,374.28
41445.771,1887.25,1500,387.25,15,372.25
41445.792,1901.4,1500,401.4,15,386.4
41445.812,1924.64,1500,424.64,15,409.64
41445.833,1950.26,1500,450.26,15,435.26
41445.854,1974.9,1500,474.9,15,459.9
41445.875,2007.15,1500,507.15,15,492.15
41445.896,2035.24,1500,535.24,15,520.24
41445.917,2044.89,1500,544.89,15,529.89
41445.937,2046.77,1500,546.77,15,531.77
41445.958,2046.54,1500,546.54,15,531.54
41445.979,2046.08,1500,546.08,15,531.08
41446,2053,1500,553,15,538
41446.021,2057.64,1500,557.64,15,542.64
41446.042,2048.48,1500,548.48,15,533.48
41446.062,2035.07,1500,535.07,15,520.07
41446.083,2019.27,1500,519.27,15,504.27
41446.104,1998.87,1500,498.87,15,483.87
41446.125,1969.41,1500,469.41,15,454.41
41446.146,1940.12,1500,440.12,15,425.12
41446.167,1920.51,1500,420.51,15,405.51
41446.187,1904.95,1500,404.95,15,389.95
41446.208,1891.6,1500,391.6,15,376.6
41446.229,1879.09,1500,379.09,15,364.09
41446.25,1855.59,1500,355.59,15,340.59
41446.271,1827.47,1500,327.47,15,312.47
41446.292,1813.65,1500,313.65,15,298.65
41446.312,1815.63,1500,315.63,15,300.63
41446.333,1827.99,1500,327.99,15,312.99
41446.354,1842.95,1500,342.95,15,327.95
41446.375,1881.48,1500,381.48,15,366.48
41446.396,1924.19,1500,424.19,15,409.19
41446.417,1940.9,1500,440.9,15,425.9
41446.437,1948.36,1500,448.36,15,433.36
41446.458,1952.91,1500,452.91,15,437.91
41446.479,1957.22,1500,457.22,15,442.22
41446.5,1965.53,1500,465.53,15,450.53
41446.521,1971.18,1500,471.18,15,456.18
41446.542,1965.85,1500,465.85,15,450.85
41446.562,1952.94,1500,452.94,15,437.94
41446.583,1937.1,1500,437.1,15,422.1
41446.604,1924.73,1500,424.73,15,409.73
41446.625,1889.89,1500,389.89,15,374.89
41446.646,1850.96,1500,350.96,15,335.96
41446.667,1838.53,1500,338.53,15,323.53
41446.687,1839.64,1500,339.64,15,324.64
41446.708,1844.72,1500,344.72,15,329.72
41446.729,1845.28,1500,345.28,15,330.28
41446.75,1847.64,1500,347.64,15,332.64
41446.771,1854.56,1500,354.56,15,339.56
41446.792,1866.69,1500,366.69,15,351.69
41446.812,1881.38,1500,381.38,15,366.38
41446.833,1895.99,1500,395.99,15,380.99
41446.854,1909.9,1500,409.9,15,394.9
41446.875,1934.67,1500,434.67,15,419.67
41446.896,1960.33,1500,460.33,15,445.33
41446.917,1971.43,1500,471.43,15,456.43
41446.937,1976.47,1500,476.47,15,461.47
41446.958,1979.31,1500,479.31,15,464.31
41446.979,1978.13,1500,478.13,15,463.13
41447,1969.26,1500,469.26,15,454.26
41447.021,1956.4,1500,456.4,15,441.4
41447.042,1941.67,1500,441.67,15,426.67
41447.062,1923.92,1500,423.92,15,408.92
41447.083,1905.18,1500,405.18,15,390.18
41447.104,1886.62,1500,386.62,15,371.62
41447.125,1872.95,1500,372.95,15,357.95
41447.146,1865.97,1500,365.97,15,350.97
41447.167,1862.76,1500,362.76,15,347.76
41447.187,1861.07,1500,361.07,15,346.07
41447.208,1858.27,1500,358.27,15,343.27
41447.229,1855.24,1500,355.24,15,340.24
41447.25,1842.89,1500,342.89,15,327.89
41447.271,1824.66,1500,324.66,15,309.66
41447.292,1819.07,1500,319.07,15,304.07
41447.312,1827.04,1500,327.04,15,312.04
41447.333,1840.99,1500,340.99,15,325.99
41447.354,1856.11,1500,356.11,15,341.11
41447.375,1894.67,1500,394.67,15,379.67
41447.396,1932.56,1500,432.56,15,417.56
41447.417,1937.11,1500,437.11,15,422.11
41447.437,1930.69,1500,430.69,15,415.69
41447.458,1922.24,1500,422.24,15,407.24
41447.479,1910.61,1500,410.61,15,395.61
41447.5,1883.35,1500,383.35,15,368.35
41447.521,1855.78,1500,355.78,15,340.78
41447.542,1845.36,1500,345.36,15,330.36
41447.562,1843.99,1500,343.99,15,328.99
41447.583,1846.26,1500,346.26,15,331.26
41447.604,1846.98,1500,346.98,15,331.98
41447.625,1841.79,1500,341.79,15,326.79
41447.646,1838.82,1500,338.82,15,323.82
41447.667,1848.33,1500,348.33,15,333.33
41447.687,1864.56,1500,364.56,15,349.56
41447.708,1882.99,1500,382.99,15,367.99
41447.729,1901.81,1500,401.81,15,386.81
41447.75,1938.37,1500,438.37,15,423.37
41447.771,1972.89,1500,472.89,15,457.89
41447.792,1979.28,1500,479.28,15,464.28
41447.812,1975.11,1500,475.11,15,460.11
41447.833,1969.06,1500,469.06,15,454.06
41447.854,1963.7,1500,463.7,15,448.7
41447.875,1948.93,1500,448.93,15,433.93
41447.896,1932.37,1500,432.37,15,417.37
41447.917,1927.68,1500,427.68,15,412.68
41447.937,1929.1,1500,429.1,15,414.1
41447.958,1933.36,1500,433.36,15,418.36
41447.979,1938.54,1500,438.54,15,423.54
41448,1938.24,1500,438.24,15,423.24
41448.021,1933.66,1500,433.66,15,418.66
41448.042,1930.9,1500,430.9,15,415.9
41448.062,1928.99,1500,428.99,15,413.99
41448.083,1927.7,1500,427.7,15,412.7
41448.104,1926.7,1500,426.7,15,411.7
41448.125,1935.83,1500,435.83,15,420.83
41448.146,1948.04,1500,448.04,15,433.04
41448.167,1950.61,1500,450.61,15,435.61
41448.187,1949.26,1500,449.26,15,434.26
41448.208,1946.27,1500,446.27,15,431.27
41448.229,1942.83,1500,442.83,15,427.83
41448.25,1934.38,1500,434.38,15,419.38
41448.271,1924.03,1500,424.03,15,409.03
41448.292,1918.26,1500,418.26,15,403.26
41448.312,1914.89,1500,414.89,15,399.89
41448.333,1912.76,1500,412.76,15,397.76
41448.354,1911.08,1500,411.08,15,396.08
41448.375,1906.33,1500,406.33,15,391.33
41448.396,1901.53,1500,401.53,15,386.53
41448.417,1901.79,1500,401.79,15,386.79
41448.437,1904.97,1500,404.97,15,389.97
41448.458,1909.38,1500,409.38,15,394.38
41448.479,1914.07,1500,414.07,15,399.07
41448.5,1921.34,1500,421.34,15,406.34
41448.521,1926.21,1500,426.21,15,411.21
41448.542,1923.28,1500,423.28,15,408.28
41448.562,1916.49,1500,416.49,15,401.49
41448.583,1908.37,1500,408.37,15,393.37
41448.604,1899.96,1500,399.96,15,384.96
41448.625,1893.62,1500,393.62,15,378.62
41448.646,1889.49,1500,389.49,15,374.49
41448.667,1885.85,1500,385.85,15,370.85
41448.687,1882.58,1500,382.58,15,367.58
41448.708,1879.29,1500,379.29,15,364.29
41448.729,1875.98,1500,375.98,15,360.98
41448.75,1873,1500,373,15,358
41448.771,1871.85,1500,371.85,15,356.85
41448.792,1873.14,1500,373.14,15,358.14
41448.812,1875.69,1500,375.69,15,360.69
41448.833,1878.61,1500,378.61,15,363.61
41448.854,1881.6,1500,381.6,15,366.6
41448.875,1882.28,1500,382.28,15,367.28
41448.896,1879.49,1500,379.49,15,364.49
41448.917,1874.61,1500,374.61,15,359.61
41448.937,1868.54,1500,368.54,15,353.54
41448.958,1862.23,1500,362.23,15,347.23
41448.979,1855.98,1500,355.98,15,340.98
41449,1852.11,1500,352.11,15,337.11
41449.021,1851.51,1500,351.51,15,336.51
41449.042,1852.83,1500,352.83,15,337.83
41449.062,1854.61,1500,354.61,15,339.61
41449.083,1855.06,1500,355.06,15,340.06
41449.104,1855.38,1500,355.38,15,340.38
41449.125,1849.69,1500,349.69,15,334.69
41449.146,1836.86,1500,336.86,15,321.86
41449.167,1828.35,1500,328.35,15,313.35
41449.187,1827.97,1500,327.97,15,312.97
41449.208,1832.34,1500,332.34,15,317.34
41449.229,1837.81,1500,337.81,15,322.81
41449.25,1859.37,1500,359.37,15,344.37
41449.271,1884.57,1500,384.57,15,369.57
41449.292,1891.88,1500,391.88,15,376.88
41449.312,1891.81,1500,391.81,15,376.81
41449.333,1889.15,1500,389.15,15,374.15
41449.354,1884.04,1500,384.04,15,369.04
41449.375,1868.25,1500,368.25,15,353.25
41449.396,1845.19,1500,345.19,15,330.19
41449.417,1828.59,1500,328.59,15,313.59
41449.437,1821.83,1500,321.83,15,306.83
41449.458,1821.9,1500,321.9,15,306.9
41449.479,1824.55,1500,324.55,15,309.55
41449.5,1839.49,1500,339.49,15,324.49
41449.521,1859.01,1500,359.01,15,344.01
41449.542,1868.45,1500,368.45,15,353.45
41449.562,1873.59,1500,373.59,15,358.59
41449.583,1876.83,1500,376.83,15,361.83
41449.604,1879.74,1500,379.74,15,364.74
41449.625,1877.33,1500,377.33,15,362.33
41449.646,1870.75,1500,370.75,15,355.75
41449.667,1865.76,1500,365.76,15,350.76
41449.687,1861.71,1500,361.71,15,346.71
41449.708,1858.61,1500,358.61,15,343.61
41449.729,1856.02,1500,356.02,15,341.02
41449.75,1850.59,1500,350.59,15,335.59
41449.771,1845.84,1500,345.84,15,330.84
41449.792,1847.44,1500,347.44,15,332.44
41449.812,1853.18,1500,353.18,15,338.18
41449.833,1860.84,1500,360.84,15,345.84
41449.854,1868.92,1500,368.92,15,353.92
41449.875,1884.55,1500,384.55,15,369.55
41449.896,1899.71,1500,399.71,15,384.71
41449.917,1902.83,1500,402.83,15,387.83
41449.937,1900.45,1500,400.45,15,385.45
41449.958,1896.2,1500,396.2,15,381.2
41449.979,1889.83,1500,389.83,15,374.83
41450,1877.21,1500,377.21,15,362.21
41450.021,1862.17,1500,362.17,15,347.17
41450.042,1849.38,1500,349.38,15,334.38
41450.062,1838.88,1500,338.88,15,323.88
41450.083,1832.01,1500,332.01,15,317.01
41450.104,1827.46,1500,327.46,15,312.46
41450.125,1829.58,1500,329.58,15,314.58
41450.146,1836.83,1500,336.83,15,321.83
41450.167,1843.07,1500,343.07,15,328.07
41450.187,1848.62,1500,348.62,15,333.62
41450.208,1853.39,1500,353.39,15,338.39
41450.229,1857.82,1500,357.82,15,342.82
41450.25,1854.78,1500,354.78,15,339.78
41450.271,1847.33,1500,347.33,15,332.33
41450.292,1844.86,1500,344.86,15,329.86
41450.312,1845.91,1500,345.91,15,330.91
41450.333,1848.99,1500,348.99,15,333.99
41450.354,1852.51,1500,352.51,15,337.51
41450.375,1868.23,1500,368.23,15,353.23
41450.396,1882.98,1500,382.98,15,367.98
41450.417,1878.09,1500,378.09,15,363.09
41450.437,1865.14,1500,365.14,15,350.14
41450.458,1846.95,1500,346.95,15,331.95
41450.479,1824.83,1500,324.83,15,309.83
41450.5,1792.78,1500,292.78,15,277.78
41450.521,1769.31,1500,269.31,15,254.31
41450.542,1772.85,1500,272.85,15,257.85
41450.562,1782.37,1500,282.37,15,267.37
41450.583,1789.21,1500,289.21,15,274.21
41450.604,1799.04,1500,299.04,15,284.04
41450.625,1819.71,1500,319.71,15,304.71
41450.646,1842.04,1500,342.04,15,327.04
41450.667,1853.66,1500,353.66,15,338.66
41450.687,1858.9,1500,358.9,15,343.9
41450.708,1861.29,1500,361.29,15,346.29
41450.729,1862.89,1500,362.89,15,347.89
41450.75,1861.34,1500,361.34,15,346.34
41450.771,1859.95,1500,359.95,15,344.95
41450.792,1864.16,1500,364.16,15,349.16
41450.812,1871.98,1500,371.98,15,356.98
41450.833,1881.55,1500,381.55,15,366.55
41450.854,1891.67,1500,391.67,15,376.67
41450.875,1899.63,1500,399.63,15,384.63
41450.896,1905.09,1500,405.09,15,390.09
41450.917,1909.78,1500,409.78,15,394.78
41450.937,1913.94,1500,413.94,15,398.94
41450.958,1918.12,1500,418.12,15,403.12
41450.979,1922.38,1500,422.38,15,407.38
41451,1936.44,1500,436.44,15,421.44
41451.021,1952.14,1500,452.14,15,437.14
41451.042,1956.37,1500,456.37,15,441.37
41451.062,1955.84,1500,455.84,15,440.84
41451.083,1953.49,1500,453.49,15,438.49
41451.104,1947.57,1500,447.57,15,432.57
41451.125,1935.21,1500,435.21,15,420.21
41451.146,1924.25,1500,424.25,15,409.25
41451.167,1919.31,1500,419.31,15,404.31
41451.187,1916.16,1500,416.16,15,401.16
41451.208,1914.02,1500,414.02,15,399.02
41451.229,1912.75,1500,412.75,15,397.75
41451.25,1914.01,1500,414.01,15,399.01
41451.271,1917.53,1500,417.53,15,402.53
41451.292,1921.26,1500,421.26,15,406.26
41451.312,1925.02,1500,425.02,15,410.02
41451.333,1928.59,1500,428.59,15,413.59
41451.354,1932.03,1500,432.03,15,417.03
41451.375,1936.65,1500,436.65,15,421.65
41451.396,1939.72,1500,439.72,15,424.72
41451.417,1938.35,1500,438.35,15,423.35
41451.437,1933.84,1500,433.84,15,418.84
41451.458,1927.87,1500,427.87,15,412.87
41451.479,1922.82,1500,422.82,15,407.82
41451.5,1916.44,1500,416.44,15,401.44
41451.521,1910.95,1500,410.95,15,395.95
41451.542,1910.68,1500,410.68,15,395.68
41451.562,1914.4,1500,414.4,15,399.4
41451.583,1921.05,1500,421.05,15,406.05
41451.604,1928.99,1500,428.99,15,413.99
41451.625,1937.75,1500,437.75,15,422.75
41451.646,1941.41,1500,441.41,15,426.41
41451.667,1935.93,1500,435.93,15,420.93
41451.687,1925.59,1500,425.59,15,410.59
41451.708,1913.64,1500,413.64,15,398.64
41451.729,1901.39,1500,401.39,15,386.39
41451.75,1898.76,1500,398.76,15,383.76
41451.771,1904.26,1500,404.26,15,389.26
41451.792,1908.79,1500,408.79,15,393.79
41451.812,1913.44,1500,413.44,15,398.44
41451.833,1916.12,1500,416.12,15,401.12
41451.854,1917.12,1500,417.12,15,402.12
41451.875,1903.74,1500,403.74,15,388.74
41451.896,1884.31,1500,384.31,15,369.31
41451.917,1874.63,1500,374.63,15,359.63
41451.937,1872.27,1500,372.27,15,357.27
41451.958,1877.76,1500,377.76,15,362.76
41451.979,1885.94,1500,385.94,15,370.94
41452,1914.22,1500,414.22,15,399.22
41452.021,1943.47,1500,443.47,15,428.47
41452.042,1946.85,1500,446.85,15,431.85
41452.062,1941.43,1500,441.43,15,426.43
41452.083,1934.07,1500,434.07,15,419.07
41452.104,1926.07,1500,426.07,15,411.07
41452.125,1913.31,1500,413.31,15,398.31
41452.146,1899.2,1500,399.2,15,384.2
41452.167,1888.85,1500,388.85,15,373.85
41452.187,1880.9,1500,380.9,15,365.9
41452.208,1874.77,1500,374.77,15,359.77
41452.229,1868.64,1500,368.64,15,353.64
41452.25,1854.74,1500,354.74,15,339.74
41452.271,1841.27,1500,341.27,15,326.27
41452.292,1831.72,1500,331.72,15,316.72
41452.312,1822.29,1500,322.29,15,307.29
41452.333,1820.72,1500,320.72,15,305.72
41452.354,1823.76,1500,323.76,15,308.76
41452.375,1840.58,1500,340.58,15,325.58
41452.396,1856.82,1500,356.82,15,341.82
41452.417,1853.52,1500,353.52,15,338.52
41452.437,1841.26,1500,341.26,15,326.26
41452.458,1826.13,1500,326.13,15,311.13
41452.479,1810.94,1500,310.94,15,295.94
41452.5,1798.09,1500,298.09,15,283.09
41452.521,1786.25,1500,286.25,15,271.25
41452.542,1778.38,1500,278.38,15,263.38
41452.562,1777.05,1500,277.05,15,262.05
41452.583,1778.59,1500,278.59,15,263.59
41452.604,1782.91,1500,282.91,15,267.91
41452.625,1771.39,1500,271.39,15,256.39
41452.646,1761.81,1500,261.81,15,246.81
41452.667,1761.89,1500,261.89,15,246.89
41452.687,1755.11,1500,255.11,15,240.11
41452.708,1757.72,1500,257.72,15,242.72
41452.729,1769.6,1500,269.6,15,254.6
41452.75,1805.26,1500,305.26,15,290.26
41452.771,1842.43,1500,342.43,15,327.43
41452.792,1851.28,1500,351.28,15,336.28
41452.812,1848.13,1500,348.13,15,333.13
41452.833,1840.94,1500,340.94,15,325.94
41452.854,1833.68,1500,333.68,15,318.68
41452.875,1817.39,1500,317.39,15,302.39
41452.896,1796.39,1500,296.39,15,281.39
41452.917,1783.19,1500,283.19,15,268.19
41452.937,1775.18,1500,275.18,15,260.18
41452.958,1770.86,1500,270.86,15,255.86
41452.979,1768.31,1500,268.31,15,253.31
41453,1767.31,1500,267.31,15,252.31
41453.021,1763.56,1500,263.56,15,248.56
41453.042,1753.44,1500,253.44,15,238.44
41453.062,1739.52,1500,239.52,15,224.52
41453.083,1724.07,1500,224.07,15,209.07
41453.104,1708.25,1500,208.25,15,193.25
41453.125,1699.14,1500,199.14,15,184.14
41453.146,1698.86,1500,198.86,15,183.86
41453.167,1695.84,1500,195.84,15,180.84
41453.187,1688.83,1500,188.83,15,173.83
41453.208,1688.32,1500,188.32,15,173.32
41453.229,1691.09,1500,191.09,15,176.09
41453.25,1684.32,1500,184.32,15,169.32
41453.271,1677.55,1500,177.55,15,162.55
41453.292,1678.38,1500,178.38,15,163.38
41453.312,1678.06,1500,178.06,15,163.06
41453.333,1674.11,1500,174.11,15,159.11
41453.354,1668.17,1500,168.17,15,153.17
41453.375,1674.15,1500,174.15,15,159.15
41453.396,1687.49,1500,187.49,15,172.49
41453.417,1692.95,1500,192.95,15,177.95
41453.437,1692.99,1500,192.99,15,177.99
41453.458,1690.06,1500,190.06,15,175.06
41453.479,1686.21,1500,186.21,15,171.21
41453.5,1680.35,1500,180.35,15,165.35
41453.521,1672.57,1500,172.57,15,157.57
41453.542,1664.86,1500,164.86,15,149.86
41453.562,1657,1500,157,15,142
41453.583,1649.68,1500,149.68,15,134.68
41453.604,1643.19,1500,143.19,15,128.19
41453.625,1633.45,1500,133.45,15,118.45
41453.646,1623.74,1500,123.74,15,108.74
41453.667,1618.91,1500,118.91,15,103.91
41453.687,1615.77,1500,115.77,15,100.77
41453.708,1613.31,1500,113.31,15,98.31
41453.729,1611.57,1500,111.57,15,96.57
41453.75,1620.48,1500,120.48,15,105.48
41453.771,1640.32,1500,140.32,15,125.32
41453.792,1661.26,1500,161.26,15,146.26
41453.812,1681.97,1500,181.97,15,166.97
41453.833,1701.52,1500,201.52,15,186.52
41453.854,1720.84,1500,220.84,15,205.84
41453.875,1727.97,1500,227.97,15,212.97
41453.896,1721.03,1500,221.03,15,206.03
41453.917,1712.65,1500,212.65,15,197.65
41453.937,1706.78,1500,206.78,15,191.78
41453.958,1704.33,1500,204.33,15,189.33
41453.979,1703.47,1500,203.47,15,188.47
41454,1710.87,1500,210.87,15,195.87
41454.021,1717.79,1500,217.79,15,202.79
41454.042,1711.89,1500,211.89,15,196.89
41454.062,1699.56,1500,199.56,15,184.56
41454.083,1684.56,1500,184.56,15,169.56
41454.104,1668.78,1500,168.78,15,153.78
41454.125,1649.56,1500,149.56,15,134.56
41454.146,1632.84,1500,132.84,15,117.84
41454.167,1629.08,1500,129.08,15,114.08
41454.187,1632.01,1500,132.01,15,117.01
41454.208,1632.92,1500,132.92,15,117.92
41454.229,1632.64,1500,132.64,15,117.64
41454.25,1628.52,1500,128.52,15,113.52
41454.271,1624.7,1500,124.7,15,109.7
41454.292,1625.03,1500,125.03,15,110.03
41454.312,1625.66,1500,125.66,15,110.66
41454.333,1626.47,1500,126.47,15,111.47
41454.354,1626.19,1500,126.19,15,111.19
41454.375,1627.37,1500,127.37,15,112.37
41454.396,1627.05,1500,127.05,15,112.05
41454.417,1620.69,1500,120.69,15,105.69
41454.437,1610.84,1500,110.84,15,95.84
41454.458,1599.99,1500,99.99,15,84.99
41454.479,1589.29,1500,89.29,15,74.29
41454.5,1589.75,1500,89.75,15,74.75
41454.521,1594.69,1500,94.69,15,79.69
41454.542,1584.76,1500,84.76,15,69.76
41454.562,1562.24,1500,62.24,15,47.24
41454.583,1538.66,1500,38.66,15,23.66
41454.604,1521.28,1500,21.28,15,6.28
41454.625,1497.06,1482.06,15,15,-17.94
41454.646,1481.31,1466.31,15,15,-33.69
41454.667,1489.25,1474.25,15,15,-25.75
41454.687,1501.88,1486.88,15,15,-13.12
41454.708,1512.95,1497.95,15,15,-2.05
41454.729,1522.24,1500,22.24,15,7.24
41454.75,1531.35,1500,31.35,15,16.35
41454.771,1539.93,1500,39.93,15,24.93
41454.792,1547.29,1500,47.29,15,32.29
41454.812,1555.51,1500,55.51,15,40.51
41454.833,1564.96,1500,64.96,15,49.96
41454.854,1574.54,1500,74.54,15,59.54
41454.875,1599.39,1500,99.39,15,84.39
41454.896,1628.1,1500,128.1,15,113.1
41454.917,1639.95,1500,139.95,15,124.95
41454.937,1644.31,1500,144.31,15,129.31
41454.958,1646.01,1500,146.01,15,131.01
41454.979,1647.85,1500,147.85,15,132.85
41455,1647.8,1500,147.8,15,132.8
41455.021,1648.11,1500,148.11,15,133.11
41455.042,1658.24,1500,158.24,15,143.24
41455.062,1674.91,1500,174.91,15,159.91
41455.083,1693.58,1500,193.58,15,178.58
41455.104,1712.67,1500,212.67,15,197.67
41455.125,1719.22,1500,219.22,15,204.22
41455.146,1717.26,1500,217.26,15,202.26
41455.167,1709.3,1500,209.3,15,194.3
41455.187,1692.59,1500,192.59,15,177.59
41455.208,1675.35,1500,175.35,15,160.35
41455.229,1662.57,1500,162.57,15,147.57
41455.25,1671.5,1500,171.5,15,156.5
41455.271,1688.61,1500,188.61,15,173.61
41455.292,1691.52,1500,191.52,15,176.52
41455.312,1687.37,1500,187.37,15,172.37
41455.333,1671.69,1500,171.69,15,156.69
41455.354,1644.81,1500,144.81,15,129.81
41455.375,1620.46,1500,120.46,15,105.46
41455.396,1607.9,1500,107.9,15,92.9
41455.417,1603.86,1500,103.86,15,88.86
41455.437,1601.02,1500,101.02,15,86.02
41455.458,1597.89,1500,97.89,15,82.89
41455.479,1593.63,1500,93.63,15,78.63
41455.5,1594.51,1500,94.51,15,79.51
41455.521,1599.88,1500,99.88,15,84.88
41455.542,1602.54,1500,102.54,15,87.54
41455.562,1602.86,1500,102.86,15,87.86
41455.583,1602.85,1500,102.85,15,87.85
41455.604,1603.8,1500,103.8,15,88.8
41455.625,1601.87,1500,101.87,15,86.87
41455.646,1599.91,1500,99.91,15,84.91
41455.667,1601.63,1500,101.63,15,86.63
41455.687,1603.47,1500,103.47,15,88.47
41455.708,1604.36,1500,104.36,15,89.36
41455.729,1605.34,1500,105.34,15,90.34
41455.75,1604.3,1500,104.3,15,89.3
41455.771,1604.79,1500,104.79,15,89.79
41455.792,1610.66,1500,110.66,15,95.66
41455.812,1619.44,1500,119.44,15,104.44
41455.833,1630.44,1500,130.44,15,115.44
41455.854,1641.58,1500,141.58,15,126.58
41455.875,1660.04,1500,160.04,15,145.04
41455.896,1677.17,1500,177.17,15,162.17
41455.917,1680.35,1500,180.35,15,165.35
41455.937,1676.66,1500,176.66,15,161.66
41455.958,1670.58,1500,170.58,15,155.58
41455.979,1664,1500,164,15,149
41456,1654.28,1500,154.28,15,139.28
41456.021,1645.54,1500,145.54,15,130.54
41456.042,1643.66,1500,143.66,15,128.66
41456.062,1645.75,1500,145.75,15,130.75
41456.083,1649.11,1500,149.11,15,134.11
41456.104,1652.39,1500,152.39,15,137.39
41456.125,1664.26,1500,164.26,15,149.26
41456.146,1680.57,1500,180.57,15,165.57
41456.167,1688.04,1500,188.04,15,173.04
41456.187,1678.11,1500,178.11,15,163.11
41456.208,1665.54,1500,165.54,15,150.54
41456.229,1668.3,1500,168.3,15,153.3
41456.25,1668.87,1500,168.87,15,153.87
41456.271,1661.43,1500,161.43,15,146.43
41456.292,1653.95,1500,153.95,15,138.95
41456.312,1647.81,1500,147.81,15,132.81
41456.333,1642.38,1500,142.38,15,127.38
41456.354,1636.88,1500,136.88,15,121.88
41456.375,1623.81,1500,123.81,15,108.81
41456.396,1604.51,1500,104.51,15,89.51
41456.417,1585.84,1500,85.84,15,70.84
41456.437,1566.91,1500,66.91,15,51.91
41456.458,1548.45,1500,48.45,15,33.45
41456.479,1530.12,1500,30.12,15,15.12
41456.5,1504.68,1489.68,15,15,-10.32
41456.521,1489.16,1474.16,15,15,-25.84
41456.542,1493.7,1478.7,15,15,-21.3
41456.562,1499.02,1484.02,15,15,-15.98
41456.583,1500.64,1485.64,15,15,-14.36
41456.604,1501.21,1486.21,15,15,-13.79
41456.625,1518.63,1500,18.63,15,3.6300000000001
41456.646,1544.64,1500,44.64,15,29.64
41456.667,1558.26,1500,58.26,15,43.26
41456.687,1565.05,1500,65.05,15,50.05
41456.708,1569.02,1500,69.02,15,54.02
41456.729,1572.95,1500,72.95,15,57.95
